"rn","cond","pict1","pict2","channel","mean","var"
"1239",21,"crop_176.fit","crop_177.fit","Green B",87.48046875,36.1611967711388
"1240",21,"crop_176.fit","crop_177.fit","Blue",69.3779296875,35.9412267839687
"1241",21,"crop_176.fit","crop_178.fit","Red",39.30615234375,20.007334719422
"1242",21,"crop_176.fit","crop_178.fit","Green R",87.21337890625,36.6190695068121
"1243",21,"crop_176.fit","crop_178.fit","Green B",86.90576171875,35.2424886783663
"1244",21,"crop_176.fit","crop_178.fit","Blue",68.88037109375,34.8673359413184
"1245",21,"crop_176.fit","crop_179.fit","Red",38.421875,20.3173856763196
"1246",21,"crop_176.fit","crop_179.fit","Green R",86.18798828125,35.6437785427358
"1247",21,"crop_176.fit","crop_179.fit","Green B",85.9814453125,34.7212854349951
"1248",21,"crop_176.fit","crop_179.fit","Blue",68.00341796875,35.1320712480144
"1249",21,"crop_177.fit","crop_178.fit","Red",39.2900390625,19.3984737750489
"1250",21,"crop_177.fit","crop_178.fit","Green R",87.3037109375,34.9315661656891
"1251",21,"crop_177.fit","crop_178.fit","Green B",86.91259765625,34.6677124381415
"1252",21,"crop_177.fit","crop_178.fit","Blue",68.88818359375,33.111913776118
"1253",21,"crop_177.fit","crop_179.fit","Red",38.40576171875,19.6238349027065
"1254",21,"crop_177.fit","crop_179.fit","Green R",86.2783203125,33.2745601173021
"1255",21,"crop_177.fit","crop_179.fit","Green B",85.98828125,34.1739961357527
"1256",21,"crop_177.fit","crop_179.fit","Blue",68.01123046875,32.8731666781219
"1257",21,"crop_178.fit","crop_179.fit","Red",38.01025390625,18.4888306260692
"1258",21,"crop_178.fit","crop_179.fit","Green R",85.6552734375,34.3515930474096
"1259",21,"crop_178.fit","crop_179.fit","Green B",85.41357421875,33.1004584975257
"1260",21,"crop_178.fit","crop_179.fit","Blue",67.513671875,35.2844498411535
"1261",22,"crop_7.fit","crop_8.fit","Red",5297.2685546875,2156.31815127077
"1262",22,"crop_7.fit","crop_8.fit","Green R",11850.1474609375,4093.26716573497
"1263",22,"crop_7.fit","crop_8.fit","Green B",11894.0190429688,4423.05743247113
"1264",22,"crop_7.fit","crop_8.fit","Blue",9639.81396484375,4593.02691942739
"1265",22,"crop_7.fit","crop_9.fit","Red",5333.3759765625,2173.62987994868
"1266",22,"crop_7.fit","crop_9.fit","Green R",11932.2333984375,4639.37441769
"1267",22,"crop_7.fit","crop_9.fit","Green B",11974.9731445312,4622.80210576659
"1268",22,"crop_7.fit","crop_9.fit","Blue",9707.47265625,4208.16764227456
"1269",22,"crop_7.fit","crop_10.fit","Red",5286.36572265625,2152.25453581302
"1270",22,"crop_7.fit","crop_10.fit","Green R",11822.572265625,4295.25707936217
"1271",22,"crop_7.fit","crop_10.fit","Green B",11867.3427734375,4363.75970643939
"1272",22,"crop_7.fit","crop_10.fit","Blue",9616.78759765625,4246.47934565539
"1273",22,"crop_7.fit","crop_11.fit","Red",5262.04443359375,2271.61741994669
"1274",22,"crop_7.fit","crop_11.fit","Green R",11774.2485351562,4193.45962730251
"1275",22,"crop_7.fit","crop_11.fit","Green B",11818.5283203125,4313.02685117302
"1276",22,"crop_7.fit","crop_11.fit","Blue",9575.97900390625,4367.0324446901
"1277",22,"crop_7.fit","crop_12.fit","Red",5292.25634765625,2114.02656049533
"1278",22,"crop_7.fit","crop_12.fit","Green R",11834.6923828125,4288.54152729411
"1279",22,"crop_7.fit","crop_12.fit","Green B",11878.4331054688,4626.75243186018
"1280",22,"crop_7.fit","crop_12.fit","Blue",9624.02490234375,4367.76868690051
"1281",22,"crop_8.fit","crop_9.fit","Red",5330.7861328125,2193.43339901026
"1282",22,"crop_8.fit","crop_9.fit","Green R",11922.935546875,4226.98228250244
"1283",22,"crop_8.fit","crop_9.fit","Green B",11964.4365234375,4514.13850004582
"1284",22,"crop_8.fit","crop_9.fit","Blue",9699.18798828125,4097.88555747113
"1285",22,"crop_8.fit","crop_10.fit","Red",5283.77587890625,2273.41169459845
"1286",22,"crop_8.fit","crop_10.fit","Green R",11813.2744140625,4121.057106473
"1287",22,"crop_8.fit","crop_10.fit","Green B",11856.8061523438,4772.24033890442
"1288",22,"crop_8.fit","crop_10.fit","Blue",9608.5029296875,4251.73174601356
"1289",22,"crop_8.fit","crop_11.fit","Red",5259.45458984375,2409.89210989049
"1290",22,"crop_8.fit","crop_11.fit","Green R",11764.9506835938,4236.7053544836
"1291",22,"crop_8.fit","crop_11.fit","Green B",11807.9916992188,4738.95144059674
"1292",22,"crop_8.fit","crop_11.fit","Blue",9567.6943359375,4173.94644848179
"1293",22,"crop_8.fit","crop_12.fit","Red",5289.66650390625,2234.35209660236
"1294",22,"crop_8.fit","crop_12.fit","Green R",11825.39453125,4292.31658571603
"1295",22,"crop_8.fit","crop_12.fit","Green B",11867.896484375,4605.80828445748
"1296",22,"crop_8.fit","crop_12.fit","Blue",9615.740234375,4334.39772727273
"1297",22,"crop_9.fit","crop_10.fit","Red",5319.88330078125,2220.70409058452
"1298",22,"crop_9.fit","crop_10.fit","Green R",11895.3603515625,4531.49738628727
"1299",22,"crop_9.fit","crop_10.fit","Green B",11937.7602539062,4593.52657958746
"1300",22,"crop_9.fit","crop_10.fit","Blue",9676.16162109375,4284.25841915246
"1301",22,"crop_9.fit","crop_11.fit","Red",5295.56201171875,2338.97984586923
"1302",22,"crop_9.fit","crop_11.fit","Green R",11847.0366210938,4367.40667718643
"1303",22,"crop_9.fit","crop_11.fit","Green B",11888.9458007812,4686.63173522651
"1304",22,"crop_9.fit","crop_11.fit","Blue",9635.35302734375,4011.49014416468
"1305",22,"crop_9.fit","crop_12.fit","Red",5325.77392578125,2107.72745935285
"1306",22,"crop_9.fit","crop_12.fit","Green R",11907.48046875,4523.63592833578
"1307",22,"crop_9.fit","crop_12.fit","Green B",11948.8505859375,4786.83941035863
"1308",22,"crop_9.fit","crop_12.fit","Blue",9683.39892578125,4558.7017689814
"1309",22,"crop_10.fit","crop_11.fit","Red",5248.5517578125,2175.19021681024
"1310",22,"crop_10.fit","crop_11.fit","Green R",11737.3754882812,4092.83369178809
"1311",22,"crop_10.fit","crop_11.fit","Green B",11781.3154296875,4833.88024651759
"1312",22,"crop_10.fit","crop_11.fit","Blue",9544.66796875,4380.34210043988
"1313",22,"crop_10.fit","crop_12.fit","Red",5278.763671875,2057.57135874878
"1314",22,"crop_10.fit","crop_12.fit","Green R",11797.8193359375,4255.75312920027
"1315",22,"crop_10.fit","crop_12.fit","Green B",11841.2202148438,4777.57750593765
"1316",22,"crop_10.fit","crop_12.fit","Blue",9592.7138671875,4516.42880735276
"1317",22,"crop_11.fit","crop_12.fit","Red",5254.4423828125,2375.56992111131
"1318",22,"crop_11.fit","crop_12.fit","Green R",11749.4956054688,4330.2864540376
"1319",22,"crop_11.fit","crop_12.fit","Green B",11792.4057617188,4725.44665992714
"1320",22,"crop_11.fit","crop_12.fit","Blue",9551.9052734375,4369.51484413184
"1321",23,"crop_67.fit","crop_68.fit","Red",627.99560546875,281.404370857008
"1322",23,"crop_67.fit","crop_68.fit","Green R",1405.9677734375,553.65389021261
"1323",23,"crop_67.fit","crop_68.fit","Green B",1410.0556640625,548.955857083944
"1324",23,"crop_67.fit","crop_68.fit","Blue",1118.4892578125,486.313735260875
"1325",23,"crop_67.fit","crop_69.fit","Red",627.17431640625,300.777091256568
"1326",23,"crop_67.fit","crop_69.fit","Green R",1403.298828125,529.930624923632
"1327",23,"crop_67.fit","crop_69.fit","Green B",1407.2900390625,555.52959853067
"1328",23,"crop_67.fit","crop_69.fit","Blue",1116.93408203125,538.81898321038
"1329",23,"crop_67.fit","crop_70.fit","Red",614.9033203125,288.45323000672
"1330",23,"crop_67.fit","crop_70.fit","Green R",1376.8408203125,547.89537512219
"1331",23,"crop_67.fit","crop_70.fit","Green B",1381.09228515625,582.462281108718
"1332",23,"crop_67.fit","crop_70.fit","Blue",1096.14306640625,497.357209475043
"1333",23,"crop_67.fit","crop_71.fit","Red",628.48974609375,293.658994971133
"1334",23,"crop_67.fit","crop_71.fit","Green R",1405.880859375,576.871011653837
"1335",23,"crop_67.fit","crop_71.fit","Green B",1410.0791015625,510.402307474951
"1336",23,"crop_67.fit","crop_71.fit","Blue",1119.26904296875,521.345101245571
"1337",23,"crop_67.fit","crop_72.fit","Red",627.8369140625,292.889309552175
"1338",23,"crop_67.fit","crop_72.fit","Green R",1404.68701171875,566.801055699383
"1339",23,"crop_67.fit","crop_72.fit","Green B",1409.50439453125,559.451723160282
"1340",23,"crop_67.fit","crop_72.fit","Blue",1118.05517578125,529.439622567662
"1341",23,"crop_68.fit","crop_69.fit","Red",629.822265625,299.684840466153
"1342",23,"crop_68.fit","crop_69.fit","Green R",1408.9296875,576.463875778959
"1343",23,"crop_68.fit","crop_69.fit","Green B",1412.28125,568.508797653959
"1344",23,"crop_68.fit","crop_69.fit","Blue",1120.68896484375,525.241705900996
"1345",23,"crop_68.fit","crop_70.fit","Red",617.55126953125,297.068482996548
"1346",23,"crop_68.fit","crop_70.fit","Green R",1382.4716796875,539.5601096652
"1347",23,"crop_68.fit","crop_70.fit","Green B",1386.08349609375,563.320384572795
"1348",23,"crop_68.fit","crop_70.fit","Blue",1099.89794921875,553.797703121182
"1349",23,"crop_68.fit","crop_71.fit","Red",631.1376953125,298.977448374878
"1350",23,"crop_68.fit","crop_71.fit","Green R",1411.51171875,626.996607328324
"1351",23,"crop_68.fit","crop_71.fit","Green B",1415.0703125,534.782869012708
"1352",23,"crop_68.fit","crop_71.fit","Blue",1123.02392578125,526.210345166636
"1353",23,"crop_68.fit","crop_72.fit","Red",630.48486328125,307.072263238484
"1354",23,"crop_68.fit","crop_72.fit","Green R",1410.31787109375,572.541605094544
"1355",23,"crop_68.fit","crop_72.fit","Green B",1414.49560546875,562.939508014877
"1356",23,"crop_68.fit","crop_72.fit","Blue",1121.81005859375,510.827567032472
"1357",23,"crop_69.fit","crop_70.fit","Red",616.72998046875,302.378394103586
"1358",23,"crop_69.fit","crop_70.fit","Green R",1379.802734375,568.71885500672
"1359",23,"crop_69.fit","crop_70.fit","Green B",1383.31787109375,578.190038776118
"1360",23,"crop_69.fit","crop_70.fit","Blue",1098.3427734375,550.850004582111
"1361",23,"crop_69.fit","crop_71.fit","Red",630.31640625,312.831116736926
"1362",23,"crop_69.fit","crop_71.fit","Green R",1408.8427734375,636.677633186706
"1363",23,"crop_69.fit","crop_71.fit","Green B",1412.3046875,608.974462365591
"1364",23,"crop_69.fit","crop_71.fit","Blue",1121.46875,505.904415246212
"1365",23,"crop_69.fit","crop_72.fit","Red",629.66357421875,301.220288348454
"1366",23,"crop_69.fit","crop_72.fit","Green R",1407.64892578125,563.0761427595
"1367",23,"crop_69.fit","crop_72.fit","Green B",1411.72998046875,583.542910996304
"1368",23,"crop_69.fit","crop_72.fit","Blue",1120.2548828125,522.327437683284
"1369",23,"crop_70.fit","crop_71.fit","Red",618.04541015625,305.596483515854
"1370",23,"crop_70.fit","crop_71.fit","Green R",1382.384765625,591.718198237414
"1371",23,"crop_70.fit","crop_71.fit","Green B",1386.10693359375,575.05292672822
"1372",23,"crop_70.fit","crop_71.fit","Blue",1100.677734375,509.268326536535
"1373",23,"crop_70.fit","crop_72.fit","Red",617.392578125,309.148552052786
"1374",23,"crop_70.fit","crop_72.fit","Green R",1381.19091796875,519.906207520009
"1375",23,"crop_70.fit","crop_72.fit","Green B",1385.5322265625,557.753841336755
"1376",23,"crop_70.fit","crop_72.fit","Blue",1099.4638671875,516.005063233138
"1377",23,"crop_71.fit","crop_72.fit","Red",630.97900390625,298.201039661993
"1378",23,"crop_71.fit","crop_72.fit","Green R",1410.23095703125,551.996620215512
"1379",23,"crop_71.fit","crop_72.fit","Green B",1414.51904296875,589.608083894642
"1380",23,"crop_71.fit","crop_72.fit","Blue",1122.58984375,512.839028516007
"1381",24,"crop_228.fit","crop_229.fit","Red",233.24462890625,115.780963140732
"1382",24,"crop_228.fit","crop_229.fit","Green R",525.98388671875,197.899151068396
"1383",24,"crop_228.fit","crop_229.fit","Green B",527.84716796875,210.858775029784
"1384",24,"crop_228.fit","crop_229.fit","Blue",424.552734375,206.340678076124
"1385",24,"crop_228.fit","crop_230.fit","Red",230.0751953125,108.326001955034
"1386",24,"crop_228.fit","crop_230.fit","Green R",519.4677734375,197.374381414956
"1387",24,"crop_228.fit","crop_230.fit","Green B",520.6826171875,220.036380055596
"1388",24,"crop_228.fit","crop_230.fit","Blue",418.99560546875,206.817146547379
"1389",24,"crop_228.fit","crop_231.fit","Red",231.97802734375,98.3334015877016
"1390",24,"crop_228.fit","crop_231.fit","Green R",523.37744140625,205.151029734085
"1391",24,"crop_228.fit","crop_231.fit","Green B",524.6455078125,220.051302465176
"1392",24,"crop_228.fit","crop_231.fit","Blue",421.9111328125,205.906616568915
"1393",24,"crop_228.fit","crop_232.fit","Red",228.54931640625,104.616663898308
"1394",24,"crop_228.fit","crop_232.fit","Green R",515.4560546875,199.584364308407
"1395",24,"crop_228.fit","crop_232.fit","Green B",517.072265625,200.950024437928
"1396",24,"crop_228.fit","crop_232.fit","Blue",416.50390625,219.59822328629
"1397",24,"crop_228.fit","crop_233.fit","Red",231.44189453125,112.593795343811
"1398",24,"crop_228.fit","crop_233.fit","Green R",522.23486328125,202.37855065906
"1399",24,"crop_228.fit","crop_233.fit","Green B",523.9306640625,221.148122479839
"1400",24,"crop_228.fit","crop_233.fit","Blue",421.28515625,198.838325925587
"1401",24,"crop_229.fit","crop_230.fit","Red",231.91650390625,101.378012260967
"1402",24,"crop_229.fit","crop_230.fit","Green R",522.98583984375,206.573771516832
"1403",24,"crop_229.fit","crop_230.fit","Green B",524.76220703125,216.003955412237
"1404",24,"crop_229.fit","crop_230.fit","Blue",422.29736328125,204.880562969666
"1405",24,"crop_229.fit","crop_231.fit","Red",233.8193359375,103.581070915811
"1406",24,"crop_229.fit","crop_231.fit","Green R",526.8955078125,208.835576658724
"1407",24,"crop_229.fit","crop_231.fit","Green B",528.72509765625,219.541754013166
"1408",24,"crop_229.fit","crop_231.fit","Blue",425.212890625,194.523886165078
"1409",24,"crop_229.fit","crop_232.fit","Red",230.390625,106.319525904203
"1410",24,"crop_229.fit","crop_232.fit","Green R",518.97412109375,197.464236142931
"1411",24,"crop_229.fit","crop_232.fit","Green B",521.15185546875,203.264643187164
"1412",24,"crop_229.fit","crop_232.fit","Blue",419.8056640625,216.677533907625
"1413",24,"crop_229.fit","crop_233.fit","Red",233.283203125,105.626886302542
"1414",24,"crop_229.fit","crop_233.fit","Green R",525.7529296875,196.466273750611
"1415",24,"crop_229.fit","crop_233.fit","Green B",528.01025390625,204.602367710624
"1416",24,"crop_229.fit","crop_233.fit","Blue",424.5869140625,197.450016801075
"1417",24,"crop_230.fit","crop_231.fit","Red",230.64990234375,95.2943925456684
"1418",24,"crop_230.fit","crop_231.fit","Green R",520.37939453125,213.194319231885
"1419",24,"crop_230.fit","crop_231.fit","Green B",521.560546875,216.231847201857
"1420",24,"crop_230.fit","crop_231.fit","Blue",419.65576171875,203.826868260478
"1421",24,"crop_230.fit","crop_232.fit","Red",227.22119140625,97.0186983557857
"1422",24,"crop_230.fit","crop_232.fit","Green R",512.4580078125,209.797379032258
"1423",24,"crop_230.fit","crop_232.fit","Green B",513.9873046875,201.447762020406
"1424",24,"crop_230.fit","crop_232.fit","Blue",414.24853515625,220.394290211846
"1425",24,"crop_230.fit","crop_233.fit","Red",230.11376953125,100.845658735795
"1426",24,"crop_230.fit","crop_233.fit","Green R",519.23681640625,213.174390865561
"1427",24,"crop_230.fit","crop_233.fit","Green B",520.845703125,215.715534885142
"1428",24,"crop_230.fit","crop_233.fit","Blue",419.02978515625,196.385920221621
"1429",24,"crop_231.fit","crop_232.fit","Red",229.1240234375,95.1970594299853
"1430",24,"crop_231.fit","crop_232.fit","Green R",516.36767578125,211.051655192296
"1431",24,"crop_231.fit","crop_232.fit","Green B",517.9501953125,202.783982083944
"1432",24,"crop_231.fit","crop_232.fit","Blue",417.1640625,205.494988315616
"1433",24,"crop_231.fit","crop_233.fit","Red",232.0166015625,100.553593520894
"1434",24,"crop_231.fit","crop_233.fit","Green R",523.146484375,228.458814455034
"1435",24,"crop_231.fit","crop_233.fit","Green B",524.80859375,209.513654692082
"1436",24,"crop_231.fit","crop_233.fit","Blue",421.9453125,209.970183819037
"1437",24,"crop_232.fit","crop_233.fit","Red",228.587890625,105.649430290811
"1438",24,"crop_232.fit","crop_233.fit","Green R",515.22509765625,188.50860243692
"1439",24,"crop_232.fit","crop_233.fit","Green B",517.2353515625,206.100621257942
"1440",24,"crop_232.fit","crop_233.fit","Blue",416.5380859375,205.479960899316
"1441",25,"crop_127.fit","crop_128.fit","Red",58.82666015625,27.700268339901
"1442",25,"crop_127.fit","crop_128.fit","Green R",130.0537109375,57.4467253176931
"1443",25,"crop_127.fit","crop_128.fit","Green B",130.59814453125,50.39737931864
"1444",25,"crop_127.fit","crop_128.fit","Blue",104.06103515625,50.6603963335472
"1445",25,"crop_127.fit","crop_129.fit","Red",59.54736328125,25.6574370532441
"1446",25,"crop_127.fit","crop_129.fit","Green R",131.7197265625,53.6664757453568
"1447",25,"crop_127.fit","crop_129.fit","Green B",132.0244140625,48.7888486681329
"1448",25,"crop_127.fit","crop_129.fit","Blue",105.470703125,50.3361436950147
"1449",25,"crop_127.fit","crop_130.fit","Red",59.58935546875,26.413313611162
"1450",25,"crop_127.fit","crop_130.fit","Green R",132.2255859375,54.3191593352884
"1451",25,"crop_127.fit","crop_130.fit","Green B",132.06591796875,50.6919670813478
"1452",25,"crop_127.fit","crop_130.fit","Blue",106.22900390625,52.3204113017779
"1453",25,"crop_127.fit","crop_131.fit","Red",59.1181640625,29.3333867913001
"1454",25,"crop_127.fit","crop_131.fit","Green R",131.46533203125,55.9879676617485
"1455",25,"crop_127.fit","crop_131.fit","Green B",131.1201171875,51.9633125610948
"1456",25,"crop_127.fit","crop_131.fit","Blue",104.8310546875,49.6178194495357
"1457",25,"crop_127.fit","crop_132.fit","Red",59.8994140625,27.1513242302053
"1458",25,"crop_127.fit","crop_132.fit","Green R",132.86376953125,57.5843600126772
"1459",25,"crop_127.fit","crop_132.fit","Green B",133.40576171875,54.3674084914162
"1460",25,"crop_127.fit","crop_132.fit","Blue",106.9716796875,49.6768981396628
"1461",25,"crop_128.fit","crop_129.fit","Red",58.484375,27.1390441715543
"1462",25,"crop_128.fit","crop_129.fit","Green R",129.4384765625,50.5020084921799
"1463",25,"crop_128.fit","crop_129.fit","Green B",129.97509765625,53.6787553267045
"1464",25,"crop_128.fit","crop_129.fit","Blue",102.91259765625,48.2989135622862
"1465",25,"crop_128.fit","crop_130.fit","Red",58.5263671875,27.8774877046676
"1466",25,"crop_128.fit","crop_130.fit","Green R",129.9443359375,49.5830889540567
"1467",25,"crop_128.fit","crop_130.fit","Green B",130.0166015625,52.3185464778837
"1468",25,"crop_128.fit","crop_130.fit","Blue",103.6708984375,49.3785129521017
"1469",25,"crop_128.fit","crop_131.fit","Red",58.05517578125,29.7599923440555
"1470",25,"crop_128.fit","crop_131.fit","Green R",129.18408203125,54.9740991377994
"1471",25,"crop_128.fit","crop_131.fit","Green B",129.07080078125,52.7981536954729
"1472",25,"crop_128.fit","crop_131.fit","Blue",102.27294921875,51.9532543491874
"1473",25,"crop_128.fit","crop_132.fit","Red",58.83642578125,28.7689732824719
"1474",25,"crop_128.fit","crop_132.fit","Green R",130.58251953125,52.5714690058346
"1475",25,"crop_128.fit","crop_132.fit","Green B",131.3564453125,52.1292289070137
"1476",25,"crop_128.fit","crop_132.fit","Blue",104.41357421875,49.2171534205462
"1477",25,"crop_129.fit","crop_130.fit","Red",59.2470703125,27.9016507056452
"1478",25,"crop_129.fit","crop_130.fit","Green R",131.6103515625,49.0028638196481
"1479",25,"crop_129.fit","crop_130.fit","Green B",131.44287109375,49.9002660488453
"1480",25,"crop_129.fit","crop_130.fit","Blue",105.08056640625,50.8669197328629
"1481",25,"crop_129.fit","crop_131.fit","Red",58.77587890625,28.5613234474279
"1482",25,"crop_129.fit","crop_131.fit","Green R",130.85009765625,52.5375957470369
"1483",25,"crop_129.fit","crop_131.fit","Green B",130.4970703125,50.926922959433
"1484",25,"crop_129.fit","crop_131.fit","Blue",103.6826171875,50.7175567418133
"1485",25,"crop_129.fit","crop_132.fit","Red",59.55712890625,26.8442535549548
"1486",25,"crop_129.fit","crop_132.fit","Green R",132.24853515625,56.4418448917094
"1487",25,"crop_129.fit","crop_132.fit","Green B",132.78271484375,52.0270454354533
"1488",25,"crop_129.fit","crop_132.fit","Blue",105.8232421875,48.190613926564
"1489",25,"crop_130.fit","crop_131.fit","Red",58.81787109375,26.2617793675159
"1490",25,"crop_130.fit","crop_131.fit","Green R",131.35595703125,54.3614708386791
"1491",25,"crop_130.fit","crop_131.fit","Green B",130.53857421875,51.5420174845736
"1492",25,"crop_130.fit","crop_131.fit","Blue",104.44091796875,50.0246054611131
"1493",25,"crop_130.fit","crop_132.fit","Red",59.59912109375,26.9223976470858
"1494",25,"crop_130.fit","crop_132.fit","Green R",132.75439453125,57.2085963274377
"1495",25,"crop_130.fit","crop_132.fit","Green B",132.82421875,50.7922470674487
"1496",25,"crop_130.fit","crop_132.fit","Blue",106.58154296875,50.4172924112598
"1497",25,"crop_131.fit","crop_132.fit","Red",59.1279296875,29.355816226784
"1498",25,"crop_131.fit","crop_132.fit","Green R",131.994140625,54.6254887585533
"1499",25,"crop_131.fit","crop_132.fit","Green B",131.87841796875,53.9612883179069
"1500",25,"crop_131.fit","crop_132.fit","Blue",105.18359375,50.4980449657869
"1501",26,"crop_168.fit","crop_169.fit","Red",32.90625,15.8026007300831
"1502",26,"crop_168.fit","crop_169.fit","Green R",72.7490234375,30.736328125
"1503",26,"crop_168.fit","crop_169.fit","Green B",72.19873046875,32.3570414642901
"1504",26,"crop_168.fit","crop_169.fit","Blue",57.2822265625,27.8599401270772
"1505",26,"crop_168.fit","crop_170.fit","Red",32.63330078125,15.3016704660007
"1506",26,"crop_168.fit","crop_170.fit","Green R",72.40234375,30.7760263929619
"1507",26,"crop_168.fit","crop_170.fit","Green B",71.8994140625,32.835454469086
"1508",26,"crop_168.fit","crop_170.fit","Blue",56.9169921875,30.8895329301075
"1509",26,"crop_168.fit","crop_171.fit","Red",32.7353515625,15.9354838709677
"1510",26,"crop_168.fit","crop_171.fit","Green R",72.47705078125,28.266365297379
"1511",26,"crop_168.fit","crop_171.fit","Green B",71.818359375,31.2825024437928
"1512",26,"crop_168.fit","crop_171.fit","Blue",56.94189453125,28.5055438775354
"1513",26,"crop_168.fit","crop_172.fit","Red",32.10986328125,16.6761358863331
"1514",26,"crop_168.fit","crop_172.fit","Green R",72.4052734375,30.9485715267595
"1515",26,"crop_168.fit","crop_172.fit","Green B",71.63330078125,31.4049856236254
"1516",26,"crop_168.fit","crop_172.fit","Blue",56.84228515625,28.4811479525599
"1517",26,"crop_168.fit","crop_173.fit","Red",32.71630859375,16.1972823306146
"1518",26,"crop_168.fit","crop_173.fit","Green R",72.34912109375,32.8383082653653
"1519",26,"crop_168.fit","crop_173.fit","Green B",71.67236328125,31.8570720116997
"1520",26,"crop_168.fit","crop_173.fit","Blue",56.75927734375,29.5665088702041
"1521",26,"crop_169.fit","crop_170.fit","Red",33.02294921875,16.5531978364797
"1522",26,"crop_169.fit","crop_170.fit","Green R",73.0380859375,30.5707306176686
"1523",26,"crop_169.fit","crop_170.fit","Green B",72.68603515625,28.8846715962549
"1524",26,"crop_169.fit","crop_170.fit","Blue",57.6552734375,29.6195549242424
"1525",26,"crop_169.fit","crop_171.fit","Red",33.125,16.170269351784
"1526",26,"crop_169.fit","crop_171.fit","Green R",73.11279296875,30.271760733596
"1527",26,"crop_169.fit","crop_171.fit","Green B",72.60498046875,30.0519950322275
"1528",26,"crop_169.fit","crop_171.fit","Blue",57.68017578125,29.1146515877016
"1529",26,"crop_169.fit","crop_172.fit","Red",32.49951171875,16.331958222599
"1530",26,"crop_169.fit","crop_172.fit","Green R",73.041015625,29.1573802541544
"1531",26,"crop_169.fit","crop_172.fit","Green B",72.419921875,31.3374705981183
"1532",26,"crop_169.fit","crop_172.fit","Blue",57.58056640625,30.0382334242119
"1533",26,"crop_169.fit","crop_173.fit","Red",33.10595703125,17.5646263860887
"1534",26,"crop_169.fit","crop_173.fit","Green R",72.98486328125,30.1847311637036
"1535",26,"crop_169.fit","crop_173.fit","Green B",72.458984375,29.3358515854106
"1536",26,"crop_169.fit","crop_173.fit","Blue",57.49755859375,30.8889749625794
"1537",26,"crop_170.fit","crop_171.fit","Red",32.85205078125,16.3716240339382
"1538",26,"crop_170.fit","crop_171.fit","Green R",72.76611328125,30.7820819396078
"1539",26,"crop_170.fit","crop_171.fit","Green B",72.3056640625,32.3348435208944
"1540",26,"crop_170.fit","crop_171.fit","Blue",57.31494140625,30.3130302839382
"1541",26,"crop_170.fit","crop_172.fit","Red",32.2265625,15.9842375366569
"1542",26,"crop_170.fit","crop_172.fit","Green R",72.6943359375,29.7947042247067
"1543",26,"crop_170.fit","crop_172.fit","Green B",72.12060546875,31.5146317318854
"1544",26,"crop_170.fit","crop_172.fit","Blue",57.21533203125,30.0655619005071
"1545",26,"crop_170.fit","crop_173.fit","Red",32.8330078125,16.1905070106305
"1546",26,"crop_170.fit","crop_173.fit","Green R",72.63818359375,30.5979459730877
"1547",26,"crop_170.fit","crop_173.fit","Green B",72.15966796875,29.7487012577896
"1548",26,"crop_170.fit","crop_173.fit","Blue",57.13232421875,31.1315328499206
"1549",26,"crop_171.fit","crop_172.fit","Red",32.32861328125,17.3296671668805
"1550",26,"crop_171.fit","crop_172.fit","Green R",72.76904296875,30.6216507629216
"1551",26,"crop_171.fit","crop_172.fit","Green B",72.03955078125,30.3366205209861
"1552",26,"crop_171.fit","crop_172.fit","Blue",57.240234375,29.6634210043988
"1553",26,"crop_171.fit","crop_173.fit","Red",32.93505859375,16.911786240683
"1554",26,"crop_171.fit","crop_173.fit","Green R",72.712890625,32.1343914192326
"1555",26,"crop_171.fit","crop_173.fit","Green B",72.07861328125,30.1406130674181
"1556",26,"crop_171.fit","crop_173.fit","Blue",57.1572265625,29.765103784824
"1557",26,"crop_172.fit","crop_173.fit","Red",32.3095703125,16.9303958180596
"1558",26,"crop_172.fit","crop_173.fit","Green R",72.64111328125,30.5885068235276
"1559",26,"crop_172.fit","crop_173.fit","Green B",71.8935546875,30.1328201368524
"1560",26,"crop_172.fit","crop_173.fit","Blue",57.0576171875,29.8493535404448
"1561",27,"crop_13.fit","crop_14.fit","Red",4255.55810546875,1783.70493827514
"1562",27,"crop_13.fit","crop_14.fit","Green R",9550.57470703125,3390.26093549533
"1563",27,"crop_13.fit","crop_14.fit","Green B",9583.6884765625,3795.39635073008
"1564",27,"crop_13.fit","crop_14.fit","Blue",7733.7978515625,3337.92820595064
"1565",27,"crop_13.fit","crop_15.fit","Red",4216.67431640625,1856.59152338022
"1566",27,"crop_13.fit","crop_15.fit","Green R",9459.734375,3708.42616691105
"1567",27,"crop_13.fit","crop_15.fit","Green B",9491.07177734375,3645.67848421844
"1568",27,"crop_13.fit","crop_15.fit","Blue",7659.31982421875,3551.37024176365
"1569",27,"crop_13.fit","crop_16.fit","Red",4288.4541015625,1870.32548264907
"1570",27,"crop_13.fit","crop_16.fit","Green R",9620.6083984375,3439.83111673693
"1571",27,"crop_13.fit","crop_16.fit","Green B",9652.4130859375,3861.547224386
"1572",27,"crop_13.fit","crop_16.fit","Blue",7790.1328125,3443.46729708883
"1573",27,"crop_13.fit","crop_17.fit","Red",4282.0205078125,1921.1396627566
"1574",27,"crop_13.fit","crop_17.fit","Green R",9606.5888671875,3469.49724882392
