"rn","cond","pict1","pict2","channel","mean","var"
"1",1,"crop_31.fit","crop_32.fit","Red",2246.9228515625,1016.30454049059
"2",1,"crop_31.fit","crop_32.fit","Green R",5049.6259765625,1923.1725604075
"3",1,"crop_31.fit","crop_32.fit","Green B",5067.63427734375,1995.19990558941
"4",1,"crop_31.fit","crop_32.fit","Blue",4054.78369140625,1950.3733232336
"5",1,"crop_31.fit","crop_33.fit","Red",2243.2021484375,1042.02547463038
"6",1,"crop_31.fit","crop_33.fit","Green R",5041.56591796875,1980.49855615759
"7",1,"crop_31.fit","crop_33.fit","Green B",5057.04345703125,2011.7739334181
"8",1,"crop_31.fit","crop_33.fit","Blue",4047.90087890625,1844.70841304298
"9",1,"crop_31.fit","crop_34.fit","Red",2256.8359375,994.514105266373
"10",1,"crop_31.fit","crop_34.fit","Green R",5070.876953125,1946.47427144428
"11",1,"crop_31.fit","crop_34.fit","Green B",5088.931640625,1935.72976997801
"12",1,"crop_31.fit","crop_34.fit","Blue",4071.18310546875,1861.84527307475
"13",1,"crop_31.fit","crop_35.fit","Red",2254.658203125,1016.673478739
"14",1,"crop_31.fit","crop_35.fit","Green R",5064.3251953125,1901.7041311553
"15",1,"crop_31.fit","crop_35.fit","Green B",5079.6689453125,2024.0127974554
"16",1,"crop_31.fit","crop_35.fit","Blue",4065.3857421875,1869.08039314516
"17",1,"crop_31.fit","crop_36.fit","Red",2253.1982421875,973.847306864003
"18",1,"crop_31.fit","crop_36.fit","Green R",5061.9736328125,2052.77051067632
"19",1,"crop_31.fit","crop_36.fit","Green B",5078.0986328125,2047.78250053458
"20",1,"crop_31.fit","crop_36.fit","Blue",4063.43017578125,1925.41116001879
"21",1,"crop_32.fit","crop_33.fit","Red",2253.783203125,1015.66690340909
"22",1,"crop_32.fit","crop_33.fit","Green R",5066.15283203125,1913.64331651317
"23",1,"crop_32.fit","crop_33.fit","Green B",5082.455078125,1961.01965534885
"24",1,"crop_32.fit","crop_33.fit","Blue",4066.953125,1999.35667155425
"25",1,"crop_32.fit","crop_34.fit","Red",2267.4169921875,1063.77080087671
"26",1,"crop_32.fit","crop_34.fit","Green R",5095.4638671875,1925.03812125794
"27",1,"crop_32.fit","crop_34.fit","Green B",5114.34326171875,1967.78534287558
"28",1,"crop_32.fit","crop_34.fit","Blue",4090.2353515625,1934.78424173693
"29",1,"crop_32.fit","crop_35.fit","Red",2265.2392578125,1058.00250297837
"30",1,"crop_32.fit","crop_35.fit","Green R",5088.912109375,1730.39268695015
"31",1,"crop_32.fit","crop_35.fit","Green B",5105.08056640625,1884.40081972064
"32",1,"crop_32.fit","crop_35.fit","Blue",4084.43798828125,1898.97181953736
"33",1,"crop_32.fit","crop_36.fit","Red",2263.779296875,986.882384836266
"34",1,"crop_32.fit","crop_36.fit","Green R",5086.560546875,1865.96917766373
"35",1,"crop_32.fit","crop_36.fit","Green B",5103.51025390625,1916.22961676365
"36",1,"crop_32.fit","crop_36.fit","Blue",4082.482421875,1953.23074749511
"37",1,"crop_33.fit","crop_34.fit","Red",2263.6962890625,1046.54481114064
"38",1,"crop_33.fit","crop_34.fit","Green R",5087.40380859375,1915.41385200926
"39",1,"crop_33.fit","crop_34.fit","Green B",5103.75244140625,1875.79852790124
"40",1,"crop_33.fit","crop_34.fit","Blue",4083.3525390625,1914.98325811034
"41",1,"crop_33.fit","crop_35.fit","Red",2261.5185546875,1098.44872426381
"42",1,"crop_33.fit","crop_35.fit","Green R",5080.85205078125,1910.18848849508
"43",1,"crop_33.fit","crop_35.fit","Green B",5094.48974609375,2067.91715494792
"44",1,"crop_33.fit","crop_35.fit","Blue",4077.55517578125,1943.61684336434
"45",1,"crop_33.fit","crop_36.fit","Red",2260.05859375,952.124114125122
"46",1,"crop_33.fit","crop_36.fit","Green R",5078.50048828125,1972.60025230251
"47",1,"crop_33.fit","crop_36.fit","Green B",5092.91943359375,2066.96702359406
"48",1,"crop_33.fit","crop_36.fit","Blue",4075.599609375,1864.58283693793
"49",1,"crop_34.fit","crop_35.fit","Red",2275.15234375,1056.98954514907
"50",1,"crop_34.fit","crop_35.fit","Green R",5110.1630859375,2000.62415803702
"51",1,"crop_34.fit","crop_35.fit","Green B",5126.3779296875,1976.21473110643
"52",1,"crop_34.fit","crop_35.fit","Blue",4100.83740234375,1846.43343671722
"53",1,"crop_34.fit","crop_36.fit","Red",2273.6923828125,970.657057597141
"54",1,"crop_34.fit","crop_36.fit","Green R",5107.8115234375,1929.10738750916
"55",1,"crop_34.fit","crop_36.fit","Green B",5124.8076171875,1893.44661649255
"56",1,"crop_34.fit","crop_36.fit","Blue",4098.8818359375,1841.65491927847
"57",1,"crop_35.fit","crop_36.fit","Red",2271.5146484375,1014.08476715237
"58",1,"crop_35.fit","crop_36.fit","Green R",5101.259765625,1884.32441348974
"59",1,"crop_35.fit","crop_36.fit","Green B",5115.544921875,2044.79459921799
"60",1,"crop_35.fit","crop_36.fit","Blue",4093.08447265625,1882.10895067739
"61",2,"crop_91.fit","crop_92.fit","Red",250.37353515625,108.031535904662
"62",2,"crop_91.fit","crop_92.fit","Green R",557.72314453125,221.944544519031
"63",2,"crop_91.fit","crop_92.fit","Green B",559.6435546875,224.705393145161
"64",2,"crop_91.fit","crop_92.fit","Blue",442.87109375,226.928975363514
"65",2,"crop_91.fit","crop_93.fit","Red",253.48779296875,107.86051623213
"66",2,"crop_91.fit","crop_93.fit","Green R",563.86474609375,220.885729300312
"67",2,"crop_91.fit","crop_93.fit","Green B",566.2705078125,238.242913000978
"68",2,"crop_91.fit","crop_93.fit","Blue",448.10107421875,232.946228444984
"69",2,"crop_91.fit","crop_94.fit","Red",253.01708984375,117.500954129246
"70",2,"crop_91.fit","crop_94.fit","Green R",561.85302734375,229.294216898063
"71",2,"crop_91.fit","crop_94.fit","Green B",564.55712890625,225.759931249236
"72",2,"crop_91.fit","crop_94.fit","Blue",446.8544921875,201.98619257087
"73",2,"crop_91.fit","crop_95.fit","Red",251.27099609375,122.226783491416
"74",2,"crop_91.fit","crop_95.fit","Green R",558.302734375,201.134866813294
"75",2,"crop_91.fit","crop_95.fit","Green B",560.435546875,231.518234894306
"76",2,"crop_91.fit","crop_95.fit","Blue",443.671875,223.459660236437
"77",2,"crop_91.fit","crop_96.fit","Red",253.5244140625,118.19840542522
"78",2,"crop_91.fit","crop_96.fit","Green R",563.6259765625,230.843412069282
"79",2,"crop_91.fit","crop_96.fit","Green B",565.53271484375,234.630902809598
"80",2,"crop_91.fit","crop_96.fit","Blue",447.41357421875,231.105930302267
"81",2,"crop_92.fit","crop_93.fit","Red",251.3408203125,105.224109161168
"82",2,"crop_92.fit","crop_93.fit","Green R",560.0390625,234.396808941227
"83",2,"crop_92.fit","crop_93.fit","Green B",561.6591796875,237.297157563539
"84",2,"crop_92.fit","crop_93.fit","Blue",444.48486328125,225.391182012922
"85",2,"crop_92.fit","crop_94.fit","Red",250.8701171875,119.143494547287
"86",2,"crop_92.fit","crop_94.fit","Green R",558.02734375,238.739443960777
"87",2,"crop_92.fit","crop_94.fit","Green B",559.94580078125,226.584753310576
"88",2,"crop_92.fit","crop_94.fit","Blue",443.23828125,209.593778638196
"89",2,"crop_92.fit","crop_95.fit","Red",249.1240234375,116.367025216887
"90",2,"crop_92.fit","crop_95.fit","Green R",554.47705078125,213.369038959403
"91",2,"crop_92.fit","crop_95.fit","Green B",555.82421875,229.287769962732
"92",2,"crop_92.fit","crop_95.fit","Blue",440.0556640625,222.542247067449
"93",2,"crop_92.fit","crop_96.fit","Red",251.37744140625,122.038981835747
"94",2,"crop_92.fit","crop_96.fit","Green R",559.80029296875,226.941508870204
"95",2,"crop_92.fit","crop_96.fit","Green B",560.92138671875,240.354192918347
"96",2,"crop_92.fit","crop_96.fit","Blue",443.79736328125,225.267648288581
"97",2,"crop_93.fit","crop_94.fit","Red",253.984375,113.357030486315
"98",2,"crop_93.fit","crop_94.fit","Green R",564.1689453125,241.922501221896
"99",2,"crop_93.fit","crop_94.fit","Green B",566.57275390625,245.726542930566
"100",2,"crop_93.fit","crop_94.fit","Blue",448.46826171875,208.774170160527
"101",2,"crop_93.fit","crop_95.fit","Red",252.23828125,112.276385325024
"102",2,"crop_93.fit","crop_95.fit","Green R",560.61865234375,227.557795221621
"103",2,"crop_93.fit","crop_95.fit","Green B",562.451171875,223.05788543194
"104",2,"crop_93.fit","crop_95.fit","Blue",445.28564453125,224.865331267565
"105",2,"crop_93.fit","crop_96.fit","Red",254.49169921875,115.092623086968
"106",2,"crop_93.fit","crop_96.fit","Green R",565.94189453125,234.95380420256
"107",2,"crop_93.fit","crop_96.fit","Green B",567.54833984375,247.973308723576
"108",2,"crop_93.fit","crop_96.fit","Blue",449.02734375,235.857282502444
"109",2,"crop_94.fit","crop_95.fit","Red",251.767578125,116.133889296188
"110",2,"crop_94.fit","crop_95.fit","Green R",558.60693359375,221.505688977731
"111",2,"crop_94.fit","crop_95.fit","Green B",560.73779296875,217.681550414681
"112",2,"crop_94.fit","crop_95.fit","Blue",444.0390625,211.990910236437
"113",2,"crop_94.fit","crop_96.fit","Red",254.02099609375,121.340557318396
"114",2,"crop_94.fit","crop_96.fit","Green R",563.93017578125,234.573725695717
"115",2,"crop_94.fit","crop_96.fit","Green B",565.8349609375,244.63712541239
"116",2,"crop_94.fit","crop_96.fit","Blue",447.78076171875,211.111780131201
"117",2,"crop_95.fit","crop_96.fit","Red",252.27490234375,114.513173093078
"118",2,"crop_95.fit","crop_96.fit","Green R",560.3798828125,238.486816883553
"119",2,"crop_95.fit","crop_96.fit","Green B",561.71337890625,230.271909652218
"120",2,"crop_95.fit","crop_96.fit","Blue",444.59814453125,221.553136741661
"121",3,"crop_204.fit","crop_205.fit","Red",103.77197265625,50.134537951338
"122",3,"crop_204.fit","crop_205.fit","Green R",232.0693359375,95.52889021261
"123",3,"crop_204.fit","crop_205.fit","Green B",232.8583984375,87.7970411015396
"124",3,"crop_204.fit","crop_205.fit","Blue",186.46044921875,89.4845196228922
"125",3,"crop_204.fit","crop_206.fit","Red",101.94482421875,47.9341889471835
"126",3,"crop_204.fit","crop_206.fit","Green R",228.0576171875,95.9684674364614
"127",3,"crop_204.fit","crop_206.fit","Green B",228.98291015625,93.0400166292461
"128",3,"crop_204.fit","crop_206.fit","Blue",183.5908203125,93.3381884622434
"129",3,"crop_204.fit","crop_207.fit","Red",102.880859375,54.2868707233627
"130",3,"crop_204.fit","crop_207.fit","Green R",229.95947265625,97.2003103425892
"131",3,"crop_204.fit","crop_207.fit","Green B",230.35498046875,95.391056004857
"132",3,"crop_204.fit","crop_207.fit","Blue",184.68359375,92.0771016617791
"133",3,"crop_204.fit","crop_208.fit","Red",100.9287109375,50.5424437163978
"134",3,"crop_204.fit","crop_208.fit","Green R",225.25537109375,94.1439847377505
"135",3,"crop_204.fit","crop_208.fit","Green B",225.67578125,94.3183574657869
"136",3,"crop_204.fit","crop_208.fit","Blue",180.92333984375,90.986913776118
"137",3,"crop_204.fit","crop_209.fit","Red",101.470703125,50.4123900293255
"138",3,"crop_204.fit","crop_209.fit","Green R",226.869140625,97.5853933742669
"139",3,"crop_204.fit","crop_209.fit","Green B",227.58251953125,89.3476710464015
"140",3,"crop_204.fit","crop_209.fit","Blue",182.22265625,89.4257086999022
"141",3,"crop_205.fit","crop_206.fit","Red",101.98828125,47.7153573283236
"142",3,"crop_205.fit","crop_206.fit","Green R",228.4111328125,95.8120417888563
"143",3,"crop_205.fit","crop_206.fit","Green B",229.64013671875,97.7534208325696
"144",3,"crop_205.fit","crop_206.fit","Blue",183.93798828125,86.5989158533419
"145",3,"crop_205.fit","crop_207.fit","Red",102.92431640625,50.7274860818365
"146",3,"crop_205.fit","crop_207.fit","Green R",230.31298828125,92.9782803144856
"147",3,"crop_205.fit","crop_207.fit","Green B",231.01220703125,95.2829678144856
"148",3,"crop_205.fit","crop_207.fit","Blue",185.03076171875,89.1842844078385
"149",3,"crop_205.fit","crop_208.fit","Red",100.97216796875,43.135080167858
"150",3,"crop_205.fit","crop_208.fit","Green R",225.60888671875,86.5920045019245
"151",3,"crop_205.fit","crop_208.fit","Green B",226.3330078125,90.8579679099462
"152",3,"crop_205.fit","crop_208.fit","Blue",181.2705078125,87.6580446603128
"153",3,"crop_205.fit","crop_209.fit","Red",101.51416015625,44.8969860207417
"154",3,"crop_205.fit","crop_209.fit","Green R",227.22265625,95.0732355052542
"155",3,"crop_205.fit","crop_209.fit","Green B",228.23974609375,90.088590828904
"156",3,"crop_205.fit","crop_209.fit","Blue",182.56982421875,80.8423214312989
"157",3,"crop_206.fit","crop_207.fit","Red",101.09716796875,51.9404893504093
"158",3,"crop_206.fit","crop_207.fit","Green R",226.30126953125,93.2901006346224
"159",3,"crop_206.fit","crop_207.fit","Green B",227.13671875,96.3846357985093
"160",3,"crop_206.fit","crop_207.fit","Blue",182.1611328125,90.804861238392
"161",3,"crop_206.fit","crop_208.fit","Red",99.14501953125,45.5600862773399
"162",3,"crop_206.fit","crop_208.fit","Green R",221.59716796875,88.5184845239186
"163",3,"crop_206.fit","crop_208.fit","Green B",222.45751953125,90.422596205248
"164",3,"crop_206.fit","crop_208.fit","Blue",178.40087890625,84.1320177900477
"165",3,"crop_206.fit","crop_209.fit","Red",99.68701171875,47.4976817379949
"166",3,"crop_206.fit","crop_209.fit","Green R",223.2109375,92.8428622159091
"167",3,"crop_206.fit","crop_209.fit","Green B",224.3642578125,87.9752489613881
"168",3,"crop_206.fit","crop_209.fit","Blue",179.7001953125,83.6475115316471
"169",3,"crop_207.fit","crop_208.fit","Red",100.0810546875,49.906461922654
"170",3,"crop_207.fit","crop_208.fit","Green R",223.4990234375,85.3183631934262
"171",3,"crop_207.fit","crop_208.fit","Green B",223.82958984375,95.0173351776332
"172",3,"crop_207.fit","crop_208.fit","Blue",179.49365234375,85.2451463029998
"173",3,"crop_207.fit","crop_209.fit","Red",100.623046875,48.3758247800587
"174",3,"crop_207.fit","crop_209.fit","Green R",225.11279296875,95.6840553022666
"175",3,"crop_207.fit","crop_209.fit","Green B",225.736328125,89.8738678366325
"176",3,"crop_207.fit","crop_209.fit","Blue",180.79296875,87.9138563049853
"177",3,"crop_208.fit","crop_209.fit","Red",98.6708984375,45.6484737750489
"178",3,"crop_208.fit","crop_209.fit","Green R",220.40869140625,93.1573721399988
"179",3,"crop_208.fit","crop_209.fit","Green B",221.05712890625,84.7621573917094
"180",3,"crop_208.fit","crop_209.fit","Blue",177.03271484375,83.7615044408297
"181",4,"crop_37.fit","crop_38.fit","Red",1828.951171875,802.907531081989
"182",4,"crop_37.fit","crop_38.fit","Green R",4108.4921875,1631.97396597019
"183",4,"crop_37.fit","crop_38.fit","Green B",4122.7275390625,1566.08602150538
"184",4,"crop_37.fit","crop_38.fit","Blue",3292.9423828125,1593.74454537818
"185",4,"crop_37.fit","crop_39.fit","Red",1834.1982421875,775.67152370479
"186",4,"crop_37.fit","crop_39.fit","Green R",4119.73974609375,1700.2836551312
"187",4,"crop_37.fit","crop_39.fit","Green B",4134.85009765625,1708.02216548677
"188",4,"crop_37.fit","crop_39.fit","Blue",3301.76123046875,1489.23106776561
"189",4,"crop_37.fit","crop_40.fit","Red",1811.3251953125,785.769237231183
"190",4,"crop_37.fit","crop_40.fit","Green R",4067.5634765625,1543.82511417094
"191",4,"crop_37.fit","crop_40.fit","Green B",4083.4912109375,1507.12157105327
"192",4,"crop_37.fit","crop_40.fit","Blue",3259.43017578125,1493.2165195618
"193",4,"crop_37.fit","crop_41.fit","Red",1836.2734375,773.479653516007
"194",4,"crop_37.fit","crop_41.fit","Green R",4122.4228515625,1539.42769237231
"195",4,"crop_37.fit","crop_41.fit","Green B",4137.71826171875,1649.66460042079
"196",4,"crop_37.fit","crop_41.fit","Blue",3302.3046875,1477.76344086022
"197",4,"crop_37.fit","crop_42.fit","Red",1832.74267578125,855.065947561553
"198",4,"crop_37.fit","crop_42.fit","Green R",4117.603515625,1596.87096774194
"199",4,"crop_37.fit","crop_42.fit","Green B",4130.796875,1657.9780345033
"200",4,"crop_37.fit","crop_42.fit","Blue",3297.71435546875,1625.86171903638
"201",4,"crop_38.fit","crop_39.fit","Red",1840.330078125,788.706727685117
"202",4,"crop_38.fit","crop_39.fit","Green R",4132.72216796875,1720.10458239782
"203",4,"crop_38.fit","crop_39.fit","Green B",4147.44384765625,1622.52271534015
"204",4,"crop_38.fit","crop_39.fit","Blue",3312.27392578125,1523.02374631522
"205",4,"crop_38.fit","crop_40.fit","Red",1817.45703125,791.607524972507
"206",4,"crop_38.fit","crop_40.fit","Green R",4080.5458984375,1704.13547585227
"207",4,"crop_38.fit","crop_40.fit","Green B",4096.0849609375,1473.96248014418
"208",4,"crop_38.fit","crop_40.fit","Blue",3269.94287109375,1611.91612397284
"209",4,"crop_38.fit","crop_41.fit","Red",1842.4052734375,837.847805168622
"210",4,"crop_38.fit","crop_41.fit","Green R",4135.4052734375,1532.46251641923
"211",4,"crop_38.fit","crop_41.fit","Green B",4150.31201171875,1514.8400036466
"212",4,"crop_38.fit","crop_41.fit","Blue",3312.8173828125,1581.76947206439
"213",4,"crop_38.fit","crop_42.fit","Red",1838.87451171875,815.700363800556
"214",4,"crop_38.fit","crop_42.fit","Green R",4130.5859375,1598.53921523705
"215",4,"crop_38.fit","crop_42.fit","Green B",4143.390625,1571.40582042705
"216",4,"crop_38.fit","crop_42.fit","Blue",3308.22705078125,1572.50343228785
"217",4,"crop_39.fit","crop_40.fit","Red",1822.7041015625,769.227753848974
"218",4,"crop_39.fit","crop_40.fit","Green R",4091.79345703125,1641.73398504322
"219",4,"crop_39.fit","crop_40.fit","Green B",4108.20751953125,1589.58330230862
"220",4,"crop_39.fit","crop_40.fit","Blue",3278.76171875,1512.99466756782
"221",4,"crop_39.fit","crop_41.fit","Red",1847.65234375,780.170498457356
"222",4,"crop_39.fit","crop_41.fit","Green R",4146.65283203125,1724.70756153394
"223",4,"crop_39.fit","crop_41.fit","Green B",4162.4345703125,1748.65728670271
"224",4,"crop_39.fit","crop_41.fit","Blue",3321.63623046875,1484.03678624068
"225",4,"crop_39.fit","crop_42.fit","Red",1844.12158203125,805.167601703782
"226",4,"crop_39.fit","crop_42.fit","Green R",4141.83349609375,1694.46186871869
"227",4,"crop_39.fit","crop_42.fit","Green B",4155.51318359375,1710.19911899362
"228",4,"crop_39.fit","crop_42.fit","Blue",3317.0458984375,1574.05327468231
"229",4,"crop_40.fit","crop_41.fit","Red",1824.779296875,806.397374068304
"230",4,"crop_40.fit","crop_41.fit","Green R",4094.4765625,1589.58797653959
"231",4,"crop_40.fit","crop_41.fit","Green B",4111.07568359375,1606.25896518741
"232",4,"crop_40.fit","crop_41.fit","Blue",3279.30517578125,1514.36485778272
"233",4,"crop_40.fit","crop_42.fit","Red",1821.24853515625,811.841206450849
"234",4,"crop_40.fit","crop_42.fit","Green R",4089.6572265625,1534.86873587182
"235",4,"crop_40.fit","crop_42.fit","Green B",4104.154296875,1553.11989667339
"236",4,"crop_40.fit","crop_42.fit","Blue",3274.71484375,1492.66628291483
"237",4,"crop_41.fit","crop_42.fit","Red",1846.19677734375,848.016189649774
"238",4,"crop_41.fit","crop_42.fit","Green R",4144.5166015625,1734.33446167827
"239",4,"crop_41.fit","crop_42.fit","Green B",4158.38134765625,1663.04090250412
"240",4,"crop_41.fit","crop_42.fit","Blue",3317.58935546875,1608.26567798066
"241",5,"crop_97.fit","crop_98.fit","Red",203.4033203125,99.1606469177664
"242",5,"crop_97.fit","crop_98.fit","Green R",453.24755859375,186.983912493127
"243",5,"crop_97.fit","crop_98.fit","Green B",454.70556640625,182.914485868005
"244",5,"crop_97.fit","crop_98.fit","Blue",360.76611328125,184.638104361406
"245",5,"crop_97.fit","crop_99.fit","Red",203.259765625,100.792575452102
"246",5,"crop_97.fit","crop_99.fit","Green R",452.98486328125,170.899112884134
"247",5,"crop_97.fit","crop_99.fit","Green B",454.3818359375,195.718259332234
"248",5,"crop_97.fit","crop_99.fit","Blue",360.736328125,169.492727807307
"249",5,"crop_97.fit","crop_100.fit","Red",201.943359375,111.468345246823
"250",5,"crop_97.fit","crop_100.fit","Green R",450.171875,169.133337533602
"251",5,"crop_97.fit","crop_100.fit","Green B",451.6875,198.045943304008
"252",5,"crop_97.fit","crop_100.fit","Blue",358.12158203125,165.37239535603
"253",5,"crop_97.fit","crop_101.fit","Red",202.92919921875,101.317486387311
"254",5,"crop_97.fit","crop_101.fit","Green R",451.57421875,180.654094498412
"255",5,"crop_97.fit","crop_101.fit","Green B",452.87109375,188.33574657869
"256",5,"crop_97.fit","crop_101.fit","Blue",359.31103515625,177.63427447993
"257",5,"crop_97.fit","crop_102.fit","Red",203.75244140625,101.332748636822
"258",5,"crop_97.fit","crop_102.fit","Green R",453.90673828125,179.694292502902
"259",5,"crop_97.fit","crop_102.fit","Green B",455.04052734375,188.498605797135
"260",5,"crop_97.fit","crop_102.fit","Blue",361.0986328125,178.819617546432
"261",5,"crop_98.fit","crop_99.fit","Red",201.6435546875,95.1923704026149
"262",5,"crop_98.fit","crop_99.fit","Green R",449.6787109375,186.520693960777
"263",5,"crop_98.fit","crop_99.fit","Green B",450.93115234375,184.259889246548
"264",5,"crop_98.fit","crop_99.fit","Blue",358.12646484375,164.634098832325
"265",5,"crop_98.fit","crop_100.fit","Red",200.3271484375,106.619469009653
"266",5,"crop_98.fit","crop_100.fit","Green R",446.86572265625,183.704564069373
"267",5,"crop_98.fit","crop_100.fit","Green B",448.23681640625,179.140597793713
"268",5,"crop_98.fit","crop_100.fit","Blue",355.51171875,156.341367302053
"269",5,"crop_98.fit","crop_101.fit","Red",201.31298828125,98.996215462335
"270",5,"crop_98.fit","crop_101.fit","Green R",448.26806640625,193.388039448161
"271",5,"crop_98.fit","crop_101.fit","Green B",449.42041015625,175.14211752734
"272",5,"crop_98.fit","crop_101.fit","Blue",356.701171875,168.818051991691
"273",5,"crop_98.fit","crop_102.fit","Red",202.13623046875,92.7115136050525
"274",5,"crop_98.fit","crop_102.fit","Green R",450.6005859375,176.287495036046
"275",5,"crop_98.fit","crop_102.fit","Green B",451.58984375,181.068638120112
"276",5,"crop_98.fit","crop_102.fit","Blue",358.48876953125,162.101714759745
"277",5,"crop_99.fit","crop_100.fit","Red",200.18359375,99.9716214565005
"278",5,"crop_99.fit","crop_100.fit","Green R",446.60302734375,182.348850940097
"279",5,"crop_99.fit","crop_100.fit","Green B",447.9130859375,178.051470475929
"280",5,"crop_99.fit","crop_100.fit","Blue",355.48193359375,158.291822744837
"281",5,"crop_99.fit","crop_101.fit","Red",201.16943359375,107.192284010722
"282",5,"crop_99.fit","crop_101.fit","Green R",448.00537109375,181.752832794935
"283",5,"crop_99.fit","crop_101.fit","Green B",449.0966796875,183.727041712488
"284",5,"crop_99.fit","crop_101.fit","Blue",356.67138671875,160.094887413704
"285",5,"crop_99.fit","crop_102.fit","Red",201.99267578125,96.9739884034396
"286",5,"crop_99.fit","crop_102.fit","Green R",450.337890625,171.138318670577
"287",5,"crop_99.fit","crop_102.fit","Green B",451.26611328125,174.295137138777
"288",5,"crop_99.fit","crop_102.fit","Blue",358.458984375,182.864291223729
"289",5,"crop_100.fit","crop_101.fit","Red",199.85302734375,104.923841012188
"290",5,"crop_100.fit","crop_101.fit","Green R",445.1923828125,171.910526637341
"291",5,"crop_100.fit","crop_101.fit","Green B",446.40234375,179.284426930596
"292",5,"crop_100.fit","crop_101.fit","Blue",354.056640625,160.868516312317
"293",5,"crop_100.fit","crop_102.fit","Red",200.67626953125,104.555084139021
"294",5,"crop_100.fit","crop_102.fit","Green R",447.52490234375,172.559658613606
"295",5,"crop_100.fit","crop_102.fit","Green B",448.57177734375,193.012963079637
"296",5,"crop_100.fit","crop_102.fit","Blue",355.84423828125,170.414879165903
"297",5,"crop_101.fit","crop_102.fit","Red",201.662109375,107.994148261852
"298",5,"crop_101.fit","crop_102.fit","Green R",448.92724609375,184.371509481152
"299",5,"crop_101.fit","crop_102.fit","Green B",449.75537109375,196.162958497526
"300",5,"crop_101.fit","crop_102.fit","Blue",357.03369140625,168.773318651485
"301",6,"crop_198.fit","crop_199.fit","Red",86.83642578125,41.4253531089626
"302",6,"crop_198.fit","crop_199.fit","Green R",193.48974609375,75.353287951338
"303",6,"crop_198.fit","crop_199.fit","Green B",194.5869140625,79.4630299975562
"304",6,"crop_198.fit","crop_199.fit","Blue",155.54931640625,72.6059684865286
"305",6,"crop_198.fit","crop_200.fit","Red",86.43017578125,36.0270759828629
"306",6,"crop_198.fit","crop_200.fit","Green R",192.63720703125,77.8706656089626
"307",6,"crop_198.fit","crop_200.fit","Green B",193.97998046875,75.9842523330584
"308",6,"crop_198.fit","crop_200.fit","Blue",155.01416015625,76.1780985573986
"309",6,"crop_198.fit","crop_201.fit","Red",85.62841796875,39.9951081187378
"310",6,"crop_198.fit","crop_201.fit","Green R",191.37841796875,74.5526288909763
"311",6,"crop_198.fit","crop_201.fit","Green B",192.25830078125,78.3182768015335
"312",6,"crop_198.fit","crop_201.fit","Blue",153.88037109375,65.6522249014846
"313",6,"crop_198.fit","crop_202.fit","Red",87.0302734375,40.0291861406403
"314",6,"crop_198.fit","crop_202.fit","Green R",193.67919921875,69.7600228914651
"315",6,"crop_198.fit","crop_202.fit","Green B",195.052734375,83.1869329637097
"316",6,"crop_198.fit","crop_202.fit","Blue",155.76416015625,72.8149509523155
"317",6,"crop_198.fit","crop_203.fit","Red",87.150390625,38.2853128054741
"318",6,"crop_198.fit","crop_203.fit","Green R",194.22314453125,75.2184325933223
"319",6,"crop_198.fit","crop_203.fit","Green B",195.62548828125,80.7320567379949
"320",6,"crop_198.fit","crop_203.fit","Blue",156.35205078125,80.5566764227456
"321",6,"crop_199.fit","crop_200.fit","Red",85.3896484375,40.58357771261
"322",6,"crop_199.fit","crop_200.fit","Green R",190.359375,79.2340828903959
"323",6,"crop_199.fit","crop_200.fit","Green B",191.32958984375,81.0421129452285
"324",6,"crop_199.fit","crop_200.fit","Blue",153.0615234375,77.5185422776149
"325",6,"crop_199.fit","crop_201.fit","Red",84.587890625,41.1919732862903
"326",6,"crop_199.fit","crop_201.fit","Green R",189.1005859375,74.8823237414467
"327",6,"crop_199.fit","crop_201.fit","Green B",189.60791015625,78.5174420935667
"328",6,"crop_199.fit","crop_201.fit","Blue",151.927734375,71.0220380467986
"329",6,"crop_199.fit","crop_202.fit","Red",85.98974609375,39.946766843078
"330",6,"crop_199.fit","crop_202.fit","Green R",191.4013671875,73.4569816104594
"331",6,"crop_199.fit","crop_202.fit","Green B",192.40234375,74.412128467131
"332",6,"crop_199.fit","crop_202.fit","Blue",153.8115234375,69.928121945259
"333",6,"crop_199.fit","crop_203.fit","Red",86.10986328125,40.0035392037818
"334",6,"crop_199.fit","crop_203.fit","Green R",191.9453125,78.2878157838465
"335",6,"crop_199.fit","crop_203.fit","Green B",192.97509765625,77.0336780417583
"336",6,"crop_199.fit","crop_203.fit","Blue",154.3994140625,72.1958012585533
"337",6,"crop_200.fit","crop_201.fit","Red",84.181640625,37.7932684964565
"338",6,"crop_200.fit","crop_201.fit","Green R",188.248046875,70.8766781983138
"339",6,"crop_200.fit","crop_201.fit","Green B",189.0009765625,75.4910629734848
"340",6,"crop_200.fit","crop_201.fit","Blue",151.392578125,65.0726703781769
"341",6,"crop_200.fit","crop_202.fit","Red",85.58349609375,39.6969501275354
"342",6,"crop_200.fit","crop_202.fit","Green R",190.548828125,72.2418266587243
"343",6,"crop_200.fit","crop_202.fit","Green B",191.79541015625,80.4825607702529
"344",6,"crop_200.fit","crop_202.fit","Blue",153.2763671875,72.4398826979472
"345",6,"crop_200.fit","crop_203.fit","Red",85.70361328125,38.089133045424
"346",6,"crop_200.fit","crop_203.fit","Green R",191.0927734375,73.5560850439883
