"pict1","pict2","channel","mean","var","lighting","ISO","shutter.speed","aperture","focal.length","count"
"crop_8.fit","crop_9.fit","Green B",11964.4365234375,4514.13850004582,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_9.fit","crop_12.fit","Green B",11948.8505859375,4786.83941035863,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_7.fit","crop_8.fit","Blue",9639.81396484375,4593.02691942739,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_8.fit","crop_10.fit","Blue",9608.5029296875,4251.73174601356,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_8.fit","crop_10.fit","Green B",11856.8061523438,4772.24033890442,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_10.fit","crop_12.fit","Green B",11841.2202148438,4777.57750593765,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_8.fit","crop_12.fit","Blue",9615.740234375,4334.39772727273,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_7.fit","crop_9.fit","Blue",9707.47265625,4208.16764227456,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_8.fit","crop_9.fit","Blue",9699.18798828125,4097.88555747113,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_10.fit","crop_11.fit","Green B",11781.3154296875,4833.88024651759,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_7.fit","crop_11.fit","Green B",11818.5283203125,4313.02685117302,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_9.fit","crop_12.fit","Red",5325.77392578125,2107.72745935285,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_9.fit","crop_10.fit","Red",5319.88330078125,2220.70409058452,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_7.fit","crop_9.fit","Red",5333.3759765625,2173.62987994868,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_9.fit","crop_10.fit","Blue",9676.16162109375,4284.25841915246,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_7.fit","crop_8.fit","Red",5297.2685546875,2156.31815127077,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_8.fit","crop_9.fit","Red",5330.7861328125,2193.43339901026,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_9.fit","crop_12.fit","Blue",9683.39892578125,4558.7017689814,"Normal",100,"1/40",5.6,"90.0 mm",6
"crop_70.fit","crop_71.fit","Blue",1100.677734375,509.268326536535,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_71.fit","Green R",1411.51171875,626.996607328324,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_72.fit","Green R",1410.31787109375,572.541605094544,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_70.fit","Blue",1096.14306640625,497.357209475043,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_70.fit","Blue",1099.89794921875,553.797703121182,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_70.fit","crop_72.fit","Blue",1099.4638671875,516.005063233138,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_69.fit","crop_70.fit","Blue",1098.3427734375,550.850004582111,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_72.fit","Red",627.8369140625,292.889309552175,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_69.fit","Red",627.17431640625,300.777091256568,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_70.fit","crop_71.fit","Red",618.04541015625,305.596483515854,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_70.fit","Red",617.55126953125,297.068482996548,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_70.fit","crop_72.fit","Red",617.392578125,309.148552052786,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_69.fit","crop_70.fit","Red",616.72998046875,302.378394103586,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_70.fit","Red",614.9033203125,288.45323000672,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_69.fit","Green R",1408.9296875,576.463875778959,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_69.fit","crop_71.fit","Green R",1408.8427734375,636.677633186706,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_69.fit","crop_72.fit","Green R",1407.64892578125,563.0761427595,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_69.fit","crop_72.fit","Red",629.66357421875,301.220288348454,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_71.fit","Red",628.48974609375,293.658994971133,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_68.fit","Red",627.99560546875,281.404370857008,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_71.fit","Blue",1123.02392578125,526.210345166636,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_71.fit","crop_72.fit","Blue",1122.58984375,512.839028516007,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_71.fit","Green B",1415.0703125,534.782869012708,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_71.fit","crop_72.fit","Green B",1414.51904296875,589.608083894642,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_72.fit","Green B",1414.49560546875,562.939508014877,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_69.fit","crop_71.fit","Green B",1412.3046875,608.974462365591,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_71.fit","crop_72.fit","Green R",1410.23095703125,551.996620215512,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_69.fit","Green B",1412.28125,568.508797653959,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_69.fit","crop_72.fit","Green B",1411.72998046875,583.542910996304,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_71.fit","Green B",1410.0791015625,510.402307474951,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_68.fit","Green R",1405.9677734375,553.65389021261,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_71.fit","Green R",1405.880859375,576.871011653837,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_72.fit","Green R",1404.68701171875,566.801055699383,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_69.fit","Green R",1403.298828125,529.930624923632,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_70.fit","Green R",1382.4716796875,539.5601096652,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_70.fit","crop_71.fit","Green R",1382.384765625,591.718198237414,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_70.fit","crop_72.fit","Green R",1381.19091796875,519.906207520009,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_69.fit","crop_70.fit","Green R",1379.802734375,568.71885500672,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_70.fit","Green R",1376.8408203125,547.89537512219,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_69.fit","crop_72.fit","Blue",1120.2548828125,522.327437683284,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_72.fit","Green B",1409.50439453125,559.451723160282,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_71.fit","Blue",1119.26904296875,521.345101245571,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_68.fit","Blue",1118.4892578125,486.313735260875,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_68.fit","Green B",1410.0556640625,548.955857083944,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_70.fit","crop_72.fit","Green B",1385.5322265625,557.753841336755,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_69.fit","Green B",1407.2900390625,555.52959853067,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_70.fit","crop_71.fit","Green B",1386.10693359375,575.05292672822,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_70.fit","Green B",1386.08349609375,563.320384572795,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_72.fit","Blue",1118.05517578125,529.439622567662,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_72.fit","Blue",1121.81005859375,510.827567032472,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_69.fit","crop_71.fit","Blue",1121.46875,505.904415246212,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_69.fit","Blue",1120.68896484375,525.241705900996,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_72.fit","Red",630.48486328125,307.072263238484,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_69.fit","Blue",1116.93408203125,538.81898321038,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_71.fit","Red",631.1376953125,298.977448374878,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_71.fit","crop_72.fit","Red",630.97900390625,298.201039661993,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_69.fit","crop_71.fit","Red",630.31640625,312.831116736926,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_69.fit","crop_70.fit","Green B",1383.31787109375,578.190038776118,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_67.fit","crop_70.fit","Green B",1381.09228515625,582.462281108718,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_68.fit","crop_69.fit","Red",629.822265625,299.684840466153,"Normal",100,"1/400",5.6,"90.0 mm",6
"crop_229.fit","crop_231.fit","Green R",526.8955078125,208.835576658724,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_230.fit","Blue",418.99560546875,206.817146547379,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_232.fit","Blue",416.50390625,219.59822328629,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_230.fit","crop_232.fit","Blue",414.24853515625,220.394290211846,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_230.fit","Red",230.0751953125,108.326001955034,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_231.fit","crop_232.fit","Red",229.1240234375,95.1970594299853,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_231.fit","crop_232.fit","Blue",417.1640625,205.494988315616,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_232.fit","crop_233.fit","Blue",416.5380859375,205.479960899316,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_231.fit","Green R",523.37744140625,205.151029734085,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_231.fit","crop_233.fit","Green R",523.146484375,228.458814455034,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_229.fit","Green R",525.98388671875,197.899151068396,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_233.fit","Green R",525.7529296875,196.466273750611,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_233.fit","Red",231.44189453125,112.593795343811,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_230.fit","crop_231.fit","Red",230.64990234375,95.2943925456684,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_230.fit","Green R",522.98583984375,206.573771516832,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_230.fit","Red",231.91650390625,101.378012260967,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_230.fit","crop_233.fit","Red",230.11376953125,100.845658735795,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_231.fit","Green B",528.72509765625,219.541754013166,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_233.fit","Green B",528.01025390625,204.602367710624,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_229.fit","Green B",527.84716796875,210.858775029784,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_231.fit","crop_233.fit","Green B",524.80859375,209.513654692082,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_230.fit","Green B",524.76220703125,216.003955412237,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_231.fit","Green B",524.6455078125,220.051302465176,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_233.fit","Green B",523.9306640625,221.148122479839,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_233.fit","Green R",522.23486328125,202.37855065906,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_230.fit","crop_231.fit","Green R",520.37939453125,213.194319231885,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_230.fit","Green R",519.4677734375,197.374381414956,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_230.fit","crop_233.fit","Green R",519.23681640625,213.174390865561,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_232.fit","Red",230.390625,106.319525904203,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_232.fit","Green R",518.97412109375,197.464236142931,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_231.fit","crop_232.fit","Green R",516.36767578125,211.051655192296,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_232.fit","Green R",515.4560546875,199.584364308407,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_232.fit","crop_233.fit","Green R",515.22509765625,188.50860243692,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_232.fit","crop_233.fit","Red",228.587890625,105.649430290811,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_232.fit","Red",228.54931640625,104.616663898308,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_230.fit","crop_232.fit","Red",227.22119140625,97.0186983557857,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_232.fit","Blue",419.8056640625,216.677533907625,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_230.fit","crop_231.fit","Green B",521.560546875,216.231847201857,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_232.fit","Green B",521.15185546875,203.264643187164,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_230.fit","crop_233.fit","Green B",520.845703125,215.715534885142,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_230.fit","Green B",520.6826171875,220.036380055596,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_231.fit","crop_232.fit","Green B",517.9501953125,202.783982083944,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_231.fit","Blue",425.212890625,194.523886165078,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_233.fit","Blue",424.5869140625,197.450016801075,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_229.fit","Blue",424.552734375,206.340678076124,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_230.fit","Blue",422.29736328125,204.880562969666,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_231.fit","crop_233.fit","Blue",421.9453125,209.970183819037,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_231.fit","Blue",421.9111328125,205.906616568915,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_233.fit","Blue",421.28515625,198.838325925587,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_233.fit","Red",233.283203125,105.626886302542,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_230.fit","crop_231.fit","Blue",419.65576171875,203.826868260478,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_230.fit","crop_233.fit","Blue",419.02978515625,196.385920221621,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_229.fit","crop_231.fit","Red",233.8193359375,103.581070915811,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_232.fit","Green B",517.072265625,200.950024437928,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_229.fit","Red",233.24462890625,115.780963140732,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_231.fit","crop_233.fit","Red",232.0166015625,100.553593520894,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_232.fit","crop_233.fit","Green B",517.2353515625,206.100621257942,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_230.fit","crop_232.fit","Green B",513.9873046875,201.447762020406,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_230.fit","crop_232.fit","Green R",512.4580078125,209.797379032258,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_228.fit","crop_231.fit","Red",231.97802734375,98.3334015877016,"Normal",100,"1/400",7.1,"90.0 mm",6
"crop_129.fit","crop_131.fit","Blue",103.6826171875,50.7175567418133,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_132.fit","Red",59.8994140625,27.1513242302053,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_130.fit","crop_131.fit","Red",58.81787109375,26.2617793675159,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_129.fit","Green R",129.4384765625,50.5020084921799,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_131.fit","Blue",102.27294921875,51.9532543491874,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_128.fit","Blue",104.06103515625,50.6603963335472,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_129.fit","Red",58.484375,27.1390441715543,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_131.fit","Red",58.05517578125,29.7599923440555,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_130.fit","Blue",103.6708984375,49.3785129521017,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_130.fit","Red",58.5263671875,27.8774877046676,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_129.fit","crop_130.fit","Red",59.2470703125,27.9016507056452,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_131.fit","crop_132.fit","Red",59.1279296875,29.355816226784,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_131.fit","Red",59.1181640625,29.3333867913001,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_129.fit","Blue",102.91259765625,48.2989135622862,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_128.fit","Red",58.82666015625,27.700268339901,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_132.fit","Green B",133.40576171875,54.3674084914162,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_130.fit","crop_132.fit","Green B",132.82421875,50.7922470674487,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_132.fit","Green R",132.86376953125,57.5843600126772,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_130.fit","crop_132.fit","Green R",132.75439453125,57.2085963274377,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_129.fit","crop_132.fit","Green R",132.24853515625,56.4418448917094,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_130.fit","Green R",132.2255859375,54.3191593352884,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_131.fit","crop_132.fit","Green R",131.994140625,54.6254887585533,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_129.fit","Green R",131.7197265625,53.6664757453568,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_129.fit","crop_130.fit","Green R",131.6103515625,49.0028638196481,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_131.fit","Green R",131.46533203125,55.9879676617485,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_130.fit","crop_131.fit","Green R",131.35595703125,54.3614708386791,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_132.fit","Red",58.83642578125,28.7689732824719,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_132.fit","Green R",130.58251953125,52.5714690058346,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_128.fit","Green R",130.0537109375,57.4467253176931,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_131.fit","Green B",129.07080078125,52.7981536954729,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_130.fit","Green R",129.9443359375,49.5830889540567,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_129.fit","crop_132.fit","Green B",132.78271484375,52.0270454354533,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_131.fit","Green R",129.18408203125,54.9740991377994,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_129.fit","crop_131.fit","Red",58.77587890625,28.5613234474279,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_131.fit","crop_132.fit","Green B",131.87841796875,53.9612883179069,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_129.fit","crop_130.fit","Green B",131.44287109375,49.9002660488453,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_132.fit","Green B",131.3564453125,52.1292289070137,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_131.fit","Green B",131.1201171875,51.9633125610948,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_128.fit","Green B",130.59814453125,50.39737931864,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_129.fit","crop_131.fit","Green R",130.85009765625,52.5375957470369,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_132.fit","Blue",106.9716796875,49.6768981396628,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_130.fit","crop_132.fit","Blue",106.58154296875,50.4172924112598,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_130.fit","Blue",106.22900390625,52.3204113017779,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_129.fit","crop_132.fit","Blue",105.8232421875,48.190613926564,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_131.fit","Blue",104.8310546875,49.6178194495357,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_130.fit","Green B",132.06591796875,50.6919670813478,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_129.fit","Green B",132.0244140625,48.7888486681329,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_129.fit","crop_130.fit","Blue",105.08056640625,50.8669197328629,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_130.fit","crop_131.fit","Green B",130.53857421875,51.5420174845736,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_130.fit","crop_131.fit","Blue",104.44091796875,50.0246054611131,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_132.fit","Blue",104.41357421875,49.2171534205462,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_130.fit","Green B",130.0166015625,52.3185464778837,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_128.fit","crop_129.fit","Green B",129.97509765625,53.6787553267045,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_129.fit","crop_131.fit","Green B",130.4970703125,50.926922959433,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_129.fit","Red",59.54736328125,25.6574370532441,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_131.fit","crop_132.fit","Blue",105.18359375,50.4980449657869,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_130.fit","crop_132.fit","Red",59.59912109375,26.9223976470858,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_129.fit","Blue",105.470703125,50.3361436950147,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_129.fit","crop_132.fit","Red",59.55712890625,26.8442535549548,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_127.fit","crop_130.fit","Red",59.58935546875,26.413313611162,"Normal",100,"1/4000",5.6,"90.0 mm",6
"crop_172.fit","crop_173.fit","Red",32.3095703125,16.9303958180596,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_168.fit","crop_172.fit","Blue",56.84228515625,28.4811479525599,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_172.fit","crop_173.fit","Blue",57.0576171875,29.8493535404448,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_171.fit","crop_172.fit","Red",32.32861328125,17.3296671668805,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_168.fit","crop_173.fit","Blue",56.75927734375,29.5665088702041,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_168.fit","crop_171.fit","Blue",56.94189453125,28.5055438775354,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_168.fit","crop_170.fit","Blue",56.9169921875,30.8895329301075,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_169.fit","crop_173.fit","Green R",72.98486328125,30.1847311637036,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_169.fit","crop_171.fit","Green R",73.11279296875,30.271760733596,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_170.fit","crop_172.fit","Red",32.2265625,15.9842375366569,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_168.fit","crop_172.fit","Red",32.10986328125,16.6761358863331,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_170.fit","crop_173.fit","Red",32.8330078125,16.1905070106305,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_171.fit","crop_172.fit","Green R",72.76904296875,30.6216507629216,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_170.fit","crop_171.fit","Green R",72.76611328125,30.7820819396078,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_170.fit","crop_171.fit","Red",32.85205078125,16.3716240339382,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_169.fit","crop_172.fit","Red",32.49951171875,16.331958222599,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_168.fit","crop_172.fit","Green R",72.4052734375,30.9485715267595,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_168.fit","crop_170.fit","Green R",72.40234375,30.7760263929619,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_169.fit","crop_172.fit","Green R",73.041015625,29.1573802541544,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_169.fit","crop_170.fit","Green R",73.0380859375,30.5707306176686,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_170.fit","crop_171.fit","Green B",72.3056640625,32.3348435208944,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_168.fit","crop_169.fit","Green B",72.19873046875,32.3570414642901,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_170.fit","crop_173.fit","Green B",72.15966796875,29.7487012577896,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_168.fit","crop_169.fit","Green R",72.7490234375,30.736328125,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_171.fit","crop_173.fit","Green R",72.712890625,32.1343914192326,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_168.fit","crop_171.fit","Red",32.7353515625,15.9354838709677,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_168.fit","crop_173.fit","Red",32.71630859375,16.1972823306146,"Normal",100,"1/4000",7.1,"90.0 mm",6
"crop_168.fit","crop_170.fit","Red",32.63330078125,15.3016704660007,"Normal",100,"1/4000",7.1,"90.0 mm",6
