"pict1","pict2","channel","mean","var","lighting","ISO","shutter.speed","aperture","focal.length","count"
"crop_109.fit","crop_112.fit","Green B",276.25537109375,113.217794916147,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_112.fit","Blue",219.244140625,104.35886333089,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_112.fit","Blue",218.55908203125,107.795446431299,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_112.fit","crop_113.fit","Green B",275.21435546875,115.581839851387,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_112.fit","crop_114.fit","Green B",274.9921875,120.557824337121,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_111.fit","crop_112.fit","Blue",218.0703125,104.888563049853,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_112.fit","Red",123.78076171875,57.9482789398522,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_113.fit","Blue",217.17041015625,109.39734877123,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_112.fit","crop_114.fit","Blue",218.1005859375,103.521136898216,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_112.fit","Green R",273.90673828125,110.27237931864,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_113.fit","Blue",216.4853515625,107.852394916911,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_111.fit","crop_112.fit","Red",123.22998046875,55.082847915903,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_112.fit","crop_113.fit","Red",123.384765625,61.5214118249022,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_111.fit","crop_113.fit","Blue",215.99658203125,104.027240175189,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_113.fit","Red",122.89892578125,58.4372895092559,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_111.fit","crop_114.fit","Blue",215.8505859375,108.988390075147,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_112.fit","crop_113.fit","Blue",218.24658203125,108.750114075483,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_111.fit","Red",122.744140625,58.1365774682307,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_113.fit","Red",122.4892578125,63.1785114247312,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_114.fit","Red",122.41943359375,59.1639780173204,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_111.fit","crop_113.fit","Red",122.34814453125,61.0551643259714,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_111.fit","Red",122.33447265625,59.1268018198619,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_113.fit","crop_114.fit","Red",122.0234375,56.8877210868768,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_114.fit","Red",122.009765625,55.8490786137586,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_111.fit","crop_114.fit","Red",121.86865234375,60.4687877069587,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_111.fit","Blue",216.30908203125,106.737284163459,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_113.fit","Green B",273.671875,109.019115041544,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_111.fit","Green R",273.3095703125,105.266020207111,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_112.fit","crop_114.fit","Red",122.9052734375,57.5274850317693,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_113.fit","Green R",273.06884765625,111.916112517565,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_110.fit","Green R",272.9794921875,103.054479395772,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_114.fit","Green R",272.52734375,105.547134652981,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_111.fit","crop_113.fit","Green R",272.08935546875,112.754470899774,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_111.fit","Green R",272,102.194396077713,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_113.fit","Green R",271.75927734375,105.41167932475,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_111.fit","crop_114.fit","Green R",271.5478515625,116.508184796554,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_113.fit","crop_114.fit","Green R",271.30712890625,112.423237700849,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_112.fit","Red",123.37109375,60.2909468933284,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_110.fit","Green B",273.9521484375,117.394685896261,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_114.fit","Green B",273.44970703125,110.734744910038,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_113.fit","Green B",272.9111328125,111.334431130865,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_111.fit","Green B",272.8974609375,122.743934429985,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_111.fit","Green B",273.658203125,114.166055718475,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_111.fit","crop_113.fit","Green B",272.6171875,116.007445931085,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_113.fit","crop_114.fit","Green B",272.40869140625,113.087403298357,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_111.fit","crop_114.fit","Green B",272.39501953125,117.482377485795,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_114.fit","Green B",272.68896484375,116.51367330691,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_109.fit","crop_110.fit","Red",122.88525390625,60.7534590168316,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_110.fit","crop_114.fit","Green R",271.2177734375,113.566285969575,"Normal",100,"1/2000",5.6,"90.0 mm",6
"crop_186.fit","crop_188.fit","Red",56.671875,28.8962609970674,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_188.fit","crop_190.fit","Blue",100.91064453125,50.929519011944,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_190.fit","Blue",102.3271484375,50.5917014143451,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_189.fit","crop_191.fit","Red",57.69873046875,26.243932043469,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_189.fit","Green R",127.2197265625,51.3777626313539,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_191.fit","Blue",100.90869140625,46.4272585036351,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_188.fit","Blue",100.83154296875,48.3973945923448,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_190.fit","Blue",100.7958984375,47.1536515609726,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_188.fit","crop_190.fit","Red",56.9501953125,27.8594952804252,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_188.fit","crop_191.fit","Red",56.79541015625,28.9566336563722,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_188.fit","crop_191.fit","Green R",125.19287109375,49.9166929183468,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_190.fit","crop_191.fit","Red",56.65966796875,28.1656237590115,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_190.fit","Red",56.5361328125,26.6885214290078,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_188.fit","crop_189.fit","Green R",128.0439453125,51.3007373380987,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_190.fit","Green R",128.02880859375,52.2269515021689,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_188.fit","Green R",127.95751953125,52.2674115461571,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_189.fit","crop_191.fit","Green R",127.24853515625,49.2268598599401,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_191.fit","Green B",127.84033203125,55.5644469200574,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_191.fit","Red",57.58251953125,27.838861937164,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_189.fit","Red",57.5751953125,27.1306951826735,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_187.fit","Red",57.458984375,27.7694205156403,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_190.fit","crop_191.fit","Green R",125.26416015625,54.1056782861376,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_190.fit","Green R",125.2353515625,50.7767728952835,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_189.fit","Green R",130.01318359375,50.0637366927847,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_188.fit","Green R",125.1640625,48.4464503910068,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_191.fit","Green R",124.36865234375,46.2207236490408,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_188.fit","crop_189.fit","Green B",128.79052734375,52.5510442441043,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_189.fit","crop_190.fit","Green R",128.115234375,52.5664711632454,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_191.fit","Red",56.38134765625,28.1498002008492,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_189.fit","Green B",128.00146484375,51.0984080026576,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_189.fit","Blue",104.109375,55.2579346896383,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_191.fit","Green R",127.162109375,50.7551911504154,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_187.fit","Green R",127.13330078125,52.6188976776332,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_188.fit","crop_190.fit","Green R",126.0595703125,50.54701055413,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_190.fit","Green B",126.39501953125,48.52783203125,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_188.fit","crop_191.fit","Green B",126.20849609375,53.4658093345247,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_188.fit","Green B",126.142578125,51.6958699902248,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_189.fit","crop_190.fit","Green B",129.04296875,49.6390957203079,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_190.fit","Green B",128.81591796875,50.3105673990408,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_191.fit","Blue",102.43994140625,49.0788347499695,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_188.fit","Blue",102.36279296875,49.2211360390701,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_189.fit","crop_191.fit","Green B",128.0673828125,55.4987475562072,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_188.fit","Green B",128.5634765625,52.5605125091642,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_187.fit","Blue",102.248046875,48.9178885630498,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_187.fit","Green B",127.7744140625,51.6394775629277,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_188.fit","crop_190.fit","Green B",127.18408203125,50.2492549295882,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_190.fit","crop_191.fit","Green B",126.4609375,50.5833619715298,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_189.fit","Green B",130.42236328125,50.1494832714748,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_189.fit","crop_191.fit","Blue",102.77001953125,50.279283033205,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_188.fit","crop_189.fit","Blue",102.69287109375,52.2003676189822,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_191.fit","Green B",125.41943359375,52.2205289093047,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_186.fit","crop_189.fit","Blue",102.578125,51.868638501955,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_188.fit","Red",57.873046875,29.3129811217009,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_188.fit","crop_191.fit","Blue",101.0234375,48.9265010233382,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_189.fit","Red",58.7763671875,28.0589851386852,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_188.fit","crop_189.fit","Red",57.9892578125,27.6987853586266,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_189.fit","crop_190.fit","Red",57.853515625,27.2794477028348,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_190.fit","crop_191.fit","Blue",100.98779296875,46.6045403951307,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_189.fit","crop_190.fit","Blue",102.6572265625,49.5727009255865,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_187.fit","crop_190.fit","Red",57.7373046875,27.0447805932307,"Normal",100,"1/2000",7.1,"90.0 mm",6
"crop_56.fit","crop_60.fit","Blue",1715.70166015625,796.575092692296,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_57.fit","Red",957.17333984375,405.130226948161,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_57.fit","Red",955.92578125,414.468108504399,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_57.fit","Blue",1710.30029296875,785.791883839657,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_56.fit","Blue",1686.390625,823.555833027859,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_60.fit","Blue",1714.84033203125,798.32489795256,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_58.fit","Red",959.54296875,432.271749755621,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_58.fit","crop_59.fit","Green R",2194.33447265625,888.179492282961,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_57.fit","crop_58.fit","Red",973.70703125,444.886485826002,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_57.fit","Blue",1711.16162109375,750.191386680566,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_57.fit","crop_59.fit","Green R",2184.76416015625,929.490632923234,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_57.fit","crop_58.fit","Green R",2184.078125,871.262829912023,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_59.fit","crop_60.fit","Green R",2191.92529296875,888.878722488239,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_56.fit","Red",943.00927734375,416.734103414437,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_59.fit","Red",961.876953125,416.037586678275,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_60.fit","Red",961.0224609375,437.246823069404,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_57.fit","crop_60.fit","Green R",2181.6689453125,872.70070984543,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_59.fit","Green R",2156.4130859375,833.112773399316,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_60.fit","Red",959.77490234375,447.825165242394,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_57.fit","Green R",2146.15673828125,833.663810006568,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_57.fit","Green R",2143.3291015625,874.929219742791,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_56.fit","Green R",2114.97802734375,892.293896150263,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_58.fit","crop_60.fit","Green R",2191.2392578125,906.382314195381,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_57.fit","crop_59.fit","Green B",2191.22900390625,895.559173673479,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_57.fit","crop_60.fit","Green B",2188.1220703125,924.649420744746,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_58.fit","Green B",2163.7509765625,866.025398261852,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_59.fit","Green B",2163.30615234375,868.297737487017,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_58.fit","Green R",2155.72705078125,883.678243657594,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_59.fit","Green R",2153.58544921875,855.21785219254,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_58.fit","Red",960.79052734375,422.505547695962,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_59.fit","Red",960.62939453125,434.394565138533,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_60.fit","Green R",2150.490234375,852.693517839687,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_58.fit","crop_59.fit","Green B",2202.80908203125,887.249526037848,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_58.fit","crop_60.fit","Green B",2199.7021484375,867.970199092742,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_59.fit","crop_60.fit","Green B",2199.25732421875,870.144752241416,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_57.fit","crop_58.fit","Green B",2191.673828125,880.641121395406,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_57.fit","crop_60.fit","Blue",1739.611328125,767.552020329301,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_59.fit","Blue",1719.00048828125,811.851413104075,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_58.fit","Blue",1718.5751953125,773.659837411412,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_59.fit","Blue",1718.13916015625,782.241232416147,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_58.fit","Green B",2160.21826171875,885.549264857496,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_60.fit","Green B",2160.19921875,894.792880926197,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_60.fit","Green R",2153.31787109375,819.618958772452,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_58.fit","Green R",2152.8994140625,865.17204110154,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_56.fit","crop_57.fit","Green B",2152.1708984375,875.08192624328,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_57.fit","Green B",2148.63818359375,848.320094372403,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_56.fit","Green B",2120.71533203125,864.666967845033,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_57.fit","crop_59.fit","Blue",1742.91015625,833.392791956867,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_57.fit","crop_58.fit","Blue",1742.48486328125,836.059826624358,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_58.fit","Blue",1717.7138671875,776.282729640152,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_59.fit","crop_60.fit","Red",978.642578125,442.744514830767,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_59.fit","Green B",2159.7734375,850.556312240347,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_55.fit","crop_60.fit","Green B",2156.66650390625,863.684230949872,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_58.fit","crop_59.fit","Blue",1750.32373046875,825.743958772452,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_59.fit","crop_60.fit","Blue",1747.4501953125,849.578804679863,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_58.fit","crop_60.fit","Blue",1747.02490234375,821.763192185209,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_58.fit","crop_59.fit","Red",978.41064453125,470.802739625336,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_58.fit","crop_60.fit","Red",977.55615234375,449.552621254124,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_57.fit","crop_59.fit","Red",974.79345703125,453.089533980175,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_57.fit","crop_60.fit","Red",973.93896484375,458.015521425189,"Normal",100,"1/250",5.6,"90.0 mm",6
"crop_242.fit","crop_244.fit","Blue",620.5029296875,292.872325192449,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_245.fit","Red",339.36328125,174.201605266373,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_243.fit","crop_244.fit","Blue",620.666015625,287.808376099707,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_243.fit","crop_245.fit","Red",341.1640625,163.731052969208,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_244.fit","Blue",618.81201171875,304.332259878269,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_244.fit","crop_245.fit","Blue",618.34375,306.979586693548,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_242.fit","Red",340.52685546875,153.504715279051,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_245.fit","Blue",620.36083984375,282.14803226952,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_242.fit","crop_244.fit","Red",339.9287109375,154.255490896872,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_243.fit","Green R",776.02978515625,312.424154123137,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_244.fit","crop_245.fit","Red",338.76513671875,167.724381701338,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_244.fit","Red",338.41943359375,149.504176880957,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_241.fit","Green R",772.8681640625,310.830400782014,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_242.fit","crop_243.fit","Green R",772.80224609375,300.553453671035,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_244.fit","Green R",770.6513671875,319.141854533236,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_243.fit","crop_245.fit","Green R",770.0283203125,302.312895207111,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_242.fit","crop_245.fit","Red",340.87255859375,174.994821736773,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_243.fit","Red",340.818359375,159.678121945259,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_244.fit","Red",340.8076171875,156.186331561584,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_243.fit","crop_244.fit","Green R",767.70361328125,298.210387169324,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_243.fit","crop_244.fit","Red",340.22021484375,158.826566604808,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_245.fit","Green R",766.86669921875,321.429767209647,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_244.fit","crop_245.fit","Green R",764.64990234375,319.360283308132,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_242.fit","Green R",775.75,318.742880544355,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_245.fit","Green R",772.97607421875,309.519546046402,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_241.fit","Green B",775.578125,307.305443548387,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_244.fit","Green B",773.58935546875,324.395008075971,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_243.fit","crop_245.fit","Green B",773.45361328125,326.275819720644,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_243.fit","Green B",773.33203125,289.227761485826,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_243.fit","Green R",769.92041015625,302.419358179833,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_242.fit","crop_245.fit","Green R",769.74853515625,319.399636008523,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_242.fit","Green R",769.640625,313.251617103495,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_243.fit","Blue",626.791015625,302.568884408602,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_242.fit","crop_244.fit","Green R",767.423828125,299.26107152676,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_243.fit","Green B",778.796875,317.215023216031,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_242.fit","Green B",777.857421875,310.330881903715,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_244.fit","Green R",764.5419921875,323.555955217498,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_242.fit","crop_243.fit","Green B",775.611328125,311.50487994868,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_244.fit","Blue",622.919921875,309.803519061584,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_243.fit","Blue",622.68310546875,306.540417563997,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_242.fit","Blue",622.52001953125,285.032112487017,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_243.fit","crop_245.fit","Blue",622.21484375,286.717795393451,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_242.fit","crop_245.fit","Green B",772.51416015625,339.547955137311,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_242.fit","Green B",772.392578125,307.224088159824,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_243.fit","crop_244.fit","Green B",771.34326171875,331.902545649285,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_242.fit","crop_244.fit","Green B",770.40380859375,312.292601703782,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_245.fit","Green B",770.23486328125,316.331599290536,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_244.fit","crop_245.fit","Green B",768.24609375,326.937498090787,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_241.fit","crop_244.fit","Green B",768.12451171875,327.347254837946,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_245.fit","Green B",775.69970703125,322.86528544645,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_242.fit","crop_243.fit","Blue",624.3740234375,289.934046233504,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_242.fit","crop_245.fit","Blue",622.0517578125,286.012812729106,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_243.fit","Red",343.20654296875,153.745703793225,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_242.fit","Red",342.9150390625,161.328415200391,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_242.fit","crop_243.fit","Red",342.32763671875,156.846013849432,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_245.fit","Red",341.75146484375,166.043796871182,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_242.fit","Blue",626.6279296875,305.792657548265,"Normal",100,"1/250",7.1,"90.0 mm",6
"crop_240.fit","crop_241.fit","Blue",624.93701171875,306.443452449139,"Normal",100,"1/250",7.1,"90.0 mm",6
