"rn","cond","pict1","pict2","chan.a","chan.b","cov"
"368",5,"crop_97.fit","crop_99.fit","Red","Green B",2.10265075146628
"369",5,"crop_97.fit","crop_99.fit","Red","Blue",6.64682994257087
"370",5,"crop_97.fit","crop_99.fit","Green R","Green B",-1.47281757850684
"371",5,"crop_97.fit","crop_99.fit","Green R","Blue",-2.12628585502199
"372",5,"crop_97.fit","crop_99.fit","Green B","Blue",-4.42911282685728
"373",5,"crop_97.fit","crop_100.fit","Red","Green R",-2.67259668255132
"374",5,"crop_97.fit","crop_100.fit","Red","Green B",2.46615347018573
"375",5,"crop_97.fit","crop_100.fit","Red","Blue",1.82142175281036
"376",5,"crop_97.fit","crop_100.fit","Green R","Green B",2.96621456500489
"377",5,"crop_97.fit","crop_100.fit","Green R","Blue",2.10172382850684
"378",5,"crop_97.fit","crop_100.fit","Green B","Blue",1.00662878787879
"379",5,"crop_97.fit","crop_101.fit","Red","Green R",2.74711040597507
"380",5,"crop_97.fit","crop_101.fit","Red","Green B",-2.54961281158358
"381",5,"crop_97.fit","crop_101.fit","Red","Blue",-2.3641389639846
"382",5,"crop_97.fit","crop_101.fit","Green R","Green B",0.000954606549364614
"383",5,"crop_97.fit","crop_101.fit","Green R","Blue",-3.16302293346774
"384",5,"crop_97.fit","crop_101.fit","Green B","Blue",-2.32592940493646
"385",5,"crop_97.fit","crop_102.fit","Red","Green R",6.05288949856427
"386",5,"crop_97.fit","crop_102.fit","Red","Green B",4.24359697657014
"387",5,"crop_97.fit","crop_102.fit","Red","Blue",-2.68984069525904
"388",5,"crop_97.fit","crop_102.fit","Green R","Green B",-4.12251468184873
"389",5,"crop_97.fit","crop_102.fit","Green R","Blue",-6.75169156280547
"390",5,"crop_97.fit","crop_102.fit","Green B","Blue",-2.74558208088954
"391",5,"crop_98.fit","crop_99.fit","Red","Green R",6.10876596102151
"392",5,"crop_98.fit","crop_99.fit","Red","Green B",5.4006092298998
"393",5,"crop_98.fit","crop_99.fit","Red","Blue",6.01392293652248
"394",5,"crop_98.fit","crop_99.fit","Green R","Green B",-3.41902931787634
"395",5,"crop_98.fit","crop_99.fit","Green R","Blue",2.62851963434751
"396",5,"crop_98.fit","crop_99.fit","Green B","Blue",-1.92448441700269
"397",5,"crop_98.fit","crop_100.fit","Red","Green R",-5.88494031799853
"398",5,"crop_98.fit","crop_100.fit","Red","Green B",8.60995253696237
"399",5,"crop_98.fit","crop_100.fit","Red","Blue",0.941203873411535
"400",5,"crop_98.fit","crop_100.fit","Green R","Green B",4.32228710364736
"401",5,"crop_98.fit","crop_100.fit","Green R","Blue",1.22345811950147
"402",5,"crop_98.fit","crop_100.fit","Green B","Blue",-1.38499282135875
"403",5,"crop_98.fit","crop_101.fit","Red","Green R",4.01631183941227
"404",5,"crop_98.fit","crop_101.fit","Red","Green B",-1.13076534625489
"405",5,"crop_98.fit","crop_101.fit","Red","Blue",0.447819296798631
"406",5,"crop_98.fit","crop_101.fit","Green R","Green B",0.78373627275782
"407",5,"crop_98.fit","crop_101.fit","Green R","Blue",6.71891228311339
"408",5,"crop_98.fit","crop_101.fit","Green B","Blue",-0.878522498167155
"409",5,"crop_98.fit","crop_102.fit","Red","Green R",8.55981087335044
"410",5,"crop_98.fit","crop_102.fit","Red","Green B",4.9237565295088
"411",5,"crop_98.fit","crop_102.fit","Red","Blue",1.35557041559751
"412",5,"crop_98.fit","crop_102.fit","Green R","Green B",-6.51192303580156
"413",5,"crop_98.fit","crop_102.fit","Green R","Blue",-3.8689162924609
"414",5,"crop_98.fit","crop_102.fit","Green B","Blue",5.42853528989492
"415",5,"crop_99.fit","crop_100.fit","Red","Green R",-2.73051457111437
"416",5,"crop_99.fit","crop_100.fit","Red","Green B",4.73418407869013
"417",5,"crop_99.fit","crop_100.fit","Red","Blue",2.79486268939394
"418",5,"crop_99.fit","crop_100.fit","Green R","Green B",1.84890582997312
"419",5,"crop_99.fit","crop_100.fit","Green R","Blue",-2.54012927281891
"420",5,"crop_99.fit","crop_100.fit","Green B","Blue",10.4788182352761
"421",5,"crop_99.fit","crop_101.fit","Red","Green R",-1.01955654707356
"422",5,"crop_99.fit","crop_101.fit","Red","Green B",-4.8800317311217
"423",5,"crop_99.fit","crop_101.fit","Red","Blue",0.897924398979717
"424",5,"crop_99.fit","crop_101.fit","Green R","Green B",0.0840330599340176
"425",5,"crop_99.fit","crop_101.fit","Green R","Blue",-1.97377457157258
"426",5,"crop_99.fit","crop_101.fit","Green B","Blue",-0.338569350256598
"427",5,"crop_99.fit","crop_102.fit","Red","Green R",2.73003726783969
"428",5,"crop_99.fit","crop_102.fit","Red","Green B",-5.6545646421371
"429",5,"crop_99.fit","crop_102.fit","Red","Blue",-1.49957520008553
"430",5,"crop_99.fit","crop_102.fit","Green R","Green B",0.133812927663734
"431",5,"crop_99.fit","crop_102.fit","Green R","Blue",-0.496609237536657
"432",5,"crop_99.fit","crop_102.fit","Green B","Blue",8.02761581286657
"433",5,"crop_100.fit","crop_101.fit","Red","Green R",2.07347797531769
"434",5,"crop_100.fit","crop_101.fit","Red","Green B",-0.481110245601173
"435",5,"crop_100.fit","crop_101.fit","Red","Blue",-7.62903798570381
"436",5,"crop_100.fit","crop_101.fit","Green R","Green B",3.9009958455523
"437",5,"crop_100.fit","crop_101.fit","Green R","Blue",-3.83539528347996
"438",5,"crop_100.fit","crop_101.fit","Green B","Blue",-0.330629887585533
"439",5,"crop_100.fit","crop_102.fit","Red","Green R",-1.33496427862292
"440",5,"crop_100.fit","crop_102.fit","Red","Green B",6.89837115484482
"441",5,"crop_100.fit","crop_102.fit","Red","Blue",-3.64318000442937
"442",5,"crop_100.fit","crop_102.fit","Green R","Green B",-2.03451236788245
"443",5,"crop_100.fit","crop_102.fit","Green R","Blue",-6.7643806703629
"444",5,"crop_100.fit","crop_102.fit","Green B","Blue",-2.4050906303458
"445",5,"crop_101.fit","crop_102.fit","Red","Green R",4.61864327498778
"446",5,"crop_101.fit","crop_102.fit","Red","Green B",-3.72010267748045
"447",5,"crop_101.fit","crop_102.fit","Red","Blue",-4.20517072183529
"448",5,"crop_101.fit","crop_102.fit","Green R","Green B",1.63305544736681
"449",5,"crop_101.fit","crop_102.fit","Green R","Blue",-3.92409971056329
"450",5,"crop_101.fit","crop_102.fit","Green B","Blue",-0.362459811064272
"451",6,"crop_198.fit","crop_199.fit","Red","Green R",0.0644574207294721
"452",6,"crop_198.fit","crop_199.fit","Red","Green B",0.724846117424242
"453",6,"crop_198.fit","crop_199.fit","Red","Blue",0.616257235917644
"454",6,"crop_198.fit","crop_199.fit","Green R","Green B",0.189567677785924
"455",6,"crop_198.fit","crop_199.fit","Green R","Blue",0.476979185758798
"456",6,"crop_198.fit","crop_199.fit","Green B","Blue",-2.05612131903715
"457",6,"crop_198.fit","crop_200.fit","Red","Green R",-0.334593891281769
"458",6,"crop_198.fit","crop_200.fit","Red","Green B",-0.987245024590665
"459",6,"crop_198.fit","crop_200.fit","Red","Blue",0.916587911626344
"460",6,"crop_198.fit","crop_200.fit","Green R","Green B",3.89618224202713
"461",6,"crop_198.fit","crop_200.fit","Green R","Blue",0.31696899056085
"462",6,"crop_198.fit","crop_200.fit","Green B","Blue",-1.57191289788001
"463",6,"crop_198.fit","crop_201.fit","Red","Green R",2.81321356839565
"464",6,"crop_198.fit","crop_201.fit","Red","Green B",-2.5364740843414
"465",6,"crop_198.fit","crop_201.fit","Red","Blue",-0.367923024346285
"466",6,"crop_198.fit","crop_201.fit","Green R","Green B",1.48898718154326
"467",6,"crop_198.fit","crop_201.fit","Green R","Blue",-0.215445629429374
"468",6,"crop_198.fit","crop_201.fit","Green B","Blue",-0.517372407288612
"469",6,"crop_198.fit","crop_202.fit","Red","Green R",-0.523215076673998
"470",6,"crop_198.fit","crop_202.fit","Red","Green B",0.593797730327468
"471",6,"crop_198.fit","crop_202.fit","Red","Blue",0.25676147818915
"472",6,"crop_198.fit","crop_202.fit","Green R","Green B",0.496180619195992
"473",6,"crop_198.fit","crop_202.fit","Green R","Blue",0.433977979136119
"474",6,"crop_198.fit","crop_202.fit","Green B","Blue",-0.799497304191105
"475",6,"crop_198.fit","crop_203.fit","Red","Green R",-0.926312011241447
"476",6,"crop_198.fit","crop_203.fit","Red","Green B",-0.160687011241447
"477",6,"crop_198.fit","crop_203.fit","Red","Blue",-0.523025109970675
"478",6,"crop_198.fit","crop_203.fit","Green R","Green B",1.23834282212243
"479",6,"crop_198.fit","crop_203.fit","Green R","Blue",0.437789723087732
"480",6,"crop_198.fit","crop_203.fit","Green B","Blue",2.45227014983504
"481",6,"crop_199.fit","crop_200.fit","Red","Green R",1.78073069403715
"482",6,"crop_199.fit","crop_200.fit","Red","Green B",0.575299364613881
"483",6,"crop_199.fit","crop_200.fit","Red","Blue",1.97727272727273
"484",6,"crop_199.fit","crop_200.fit","Green R","Green B",1.13713973148827
"485",6,"crop_199.fit","crop_200.fit","Green R","Blue",-3.02872220185728
"486",6,"crop_199.fit","crop_200.fit","Green B","Blue",-4.93323481793744
"487",6,"crop_199.fit","crop_201.fit","Red","Green R",1.54650461265885
"488",6,"crop_199.fit","crop_201.fit","Red","Green B",0.890039826185239
"489",6,"crop_199.fit","crop_201.fit","Red","Blue",2.19113323252688
"490",6,"crop_199.fit","crop_201.fit","Green R","Green B",-0.317129841764418
"491",6,"crop_199.fit","crop_201.fit","Green R","Blue",-0.0298333638807429
"492",6,"crop_199.fit","crop_201.fit","Green B","Blue",-4.89706763960166
"493",6,"crop_199.fit","crop_202.fit","Red","Green R",-0.427871838343108
"494",6,"crop_199.fit","crop_202.fit","Red","Green B",2.2068126451002
"495",6,"crop_199.fit","crop_202.fit","Red","Blue",0.999713618035191
"496",6,"crop_199.fit","crop_202.fit","Green R","Green B",5.07454713465298
"497",6,"crop_199.fit","crop_202.fit","Green R","Blue",1.02408663245357
"498",6,"crop_199.fit","crop_202.fit","Green B","Blue",-1.3885248655914
"499",6,"crop_199.fit","crop_203.fit","Red","Green R",-0.878372624938905
"500",6,"crop_199.fit","crop_203.fit","Red","Green B",1.27878472858627
"501",6,"crop_199.fit","crop_203.fit","Red","Blue",1.65966940065982
"502",6,"crop_199.fit","crop_203.fit","Green R","Green B",2.75030451948925
"503",6,"crop_199.fit","crop_203.fit","Green R","Blue",1.84877123044966
"504",6,"crop_199.fit","crop_203.fit","Green B","Blue",-0.613309888196481
"505",6,"crop_200.fit","crop_201.fit","Red","Green R",1.98198275598729
"506",6,"crop_200.fit","crop_201.fit","Red","Green B",-0.481425265762463
"507",6,"crop_200.fit","crop_201.fit","Red","Blue",1.38740797592864
"508",6,"crop_200.fit","crop_201.fit","Green R","Green B",2.47410534274194
"509",6,"crop_200.fit","crop_201.fit","Green R","Blue",-0.935882896505376
"510",6,"crop_200.fit","crop_201.fit","Green B","Blue",-2.49241469635875
"511",6,"crop_200.fit","crop_202.fit","Red","Green R",0.0986232664345063
"512",6,"crop_200.fit","crop_202.fit","Red","Green B",0.212204740194282
"513",6,"crop_200.fit","crop_202.fit","Red","Blue",1.9855816226784
"514",6,"crop_200.fit","crop_202.fit","Green R","Green B",1.76514483290567
"515",6,"crop_200.fit","crop_202.fit","Green R","Blue",2.34017595307918
"516",6,"crop_200.fit","crop_202.fit","Green B","Blue",-5.59506353861193
"517",6,"crop_200.fit","crop_203.fit","Red","Green R",-0.09604869257087
"518",6,"crop_200.fit","crop_203.fit","Red","Green B",-0.506963854777615
"519",6,"crop_200.fit","crop_203.fit","Red","Blue",2.23569044782502
"520",6,"crop_200.fit","crop_203.fit","Green R","Green B",3.20908174486804
"521",6,"crop_200.fit","crop_203.fit","Green R","Blue",1.15741080156403
"522",6,"crop_200.fit","crop_203.fit","Green B","Blue",-0.572034610215054
"523",6,"crop_201.fit","crop_202.fit","Red","Green R",1.97307627688172
"524",6,"crop_201.fit","crop_202.fit","Red","Green B",-0.122990075910313
"525",6,"crop_201.fit","crop_202.fit","Red","Blue",1.41460567112659
"526",6,"crop_201.fit","crop_202.fit","Green R","Green B",4.01381124755621
"527",6,"crop_201.fit","crop_202.fit","Green R","Blue",-1.7462503054741
"528",6,"crop_201.fit","crop_202.fit","Green B","Blue",-3.0732402782869
"529",6,"crop_201.fit","crop_203.fit","Red","Green R",-0.560129711937928
"530",6,"crop_201.fit","crop_203.fit","Red","Green B",0.339664283968719
"531",6,"crop_201.fit","crop_203.fit","Red","Blue",0.238293659885142
"532",6,"crop_201.fit","crop_203.fit","Green R","Green B",0.824795332355816
"533",6,"crop_201.fit","crop_203.fit","Green R","Blue",-0.0381288947947214
"534",6,"crop_201.fit","crop_203.fit","Green B","Blue",-0.780745967741935
"535",6,"crop_202.fit","crop_203.fit","Red","Green R",-1.68309926380743
"536",6,"crop_202.fit","crop_203.fit","Red","Green B",0.782113918927175
"537",6,"crop_202.fit","crop_203.fit","Red","Blue",0.636245265151515
"538",6,"crop_202.fit","crop_203.fit","Green R","Green B",0.123120379704301
"539",6,"crop_202.fit","crop_203.fit","Green R","Blue",2.45023445136852
"540",6,"crop_202.fit","crop_203.fit","Green B","Blue",-2.95757155730694
"541",7,"crop_43.fit","crop_44.fit","Red","Green R",-5.49623407716276
"542",7,"crop_43.fit","crop_44.fit","Red","Green B",-24.7971795194892
"543",7,"crop_43.fit","crop_44.fit","Red","Blue",42.2388645146017
"544",7,"crop_43.fit","crop_44.fit","Green R","Green B",31.2305255490897
"545",7,"crop_43.fit","crop_44.fit","Green R","Blue",-26.5989731297348
"546",7,"crop_43.fit","crop_44.fit","Green B","Blue",-39.1296083631171
"547",7,"crop_43.fit","crop_45.fit","Red","Green R",-30.0171075039712
"548",7,"crop_43.fit","crop_45.fit","Red","Green B",-20.3359690020161
"549",7,"crop_43.fit","crop_45.fit","Red","Blue",-0.814046462609971
"550",7,"crop_43.fit","crop_45.fit","Green R","Green B",31.2554216878971
"551",7,"crop_43.fit","crop_45.fit","Green R","Blue",-40.9715240866325
"552",7,"crop_43.fit","crop_45.fit","Green B","Blue",-51.594523231305
"553",7,"crop_43.fit","crop_46.fit","Red","Green R",2.74244810758798
"554",7,"crop_43.fit","crop_46.fit","Red","Green B",2.414618558315
"555",7,"crop_43.fit","crop_46.fit","Red","Blue",65.969639693304
"556",7,"crop_43.fit","crop_46.fit","Green R","Green B",51.9031293911901
"557",7,"crop_43.fit","crop_46.fit","Green R","Blue",52.8685774071359
"558",7,"crop_43.fit","crop_46.fit","Green B","Blue",-54.2545095613392
"559",7,"crop_43.fit","crop_47.fit","Red","Green R",-14.0882801044721
"560",7,"crop_43.fit","crop_47.fit","Red","Green B",-13.1876813752444
"561",7,"crop_43.fit","crop_47.fit","Red","Blue",39.5243061919599
"562",7,"crop_43.fit","crop_47.fit","Green R","Green B",42.1222922585227
"563",7,"crop_43.fit","crop_47.fit","Green R","Blue",-24.0642655448131
"564",7,"crop_43.fit","crop_47.fit","Green B","Blue",14.4329393672104
"565",7,"crop_43.fit","crop_48.fit","Red","Green R",-35.2033140120968
"566",7,"crop_43.fit","crop_48.fit","Red","Green B",34.5685063844086
"567",7,"crop_43.fit","crop_48.fit","Red","Blue",16.2273032746823
"568",7,"crop_43.fit","crop_48.fit","Green R","Green B",16.8290834249756
"569",7,"crop_43.fit","crop_48.fit","Green R","Blue",-15.9722934995112
"570",7,"crop_43.fit","crop_48.fit","Green B","Blue",-18.6396016617791
"571",7,"crop_44.fit","crop_45.fit","Red","Green R",11.5152889784946
"572",7,"crop_44.fit","crop_45.fit","Red","Green B",30.0325177174976
"573",7,"crop_44.fit","crop_45.fit","Red","Blue",19.3662252565982
"574",7,"crop_44.fit","crop_45.fit","Green R","Green B",26.89076055413
"575",7,"crop_44.fit","crop_45.fit","Green R","Blue",-24.0061123457356
"576",7,"crop_44.fit","crop_45.fit","Green B","Blue",-10.7844832523827
"577",7,"crop_44.fit","crop_46.fit","Red","Green R",83.602533812164
"578",7,"crop_44.fit","crop_46.fit","Red","Green B",8.4283319586999
"579",7,"crop_44.fit","crop_46.fit","Red","Blue",20.3354310812256
"580",7,"crop_44.fit","crop_46.fit","Green R","Green B",54.2764655119746
"581",7,"crop_44.fit","crop_46.fit","Green R","Blue",66.7073400652187
"582",7,"crop_44.fit","crop_46.fit","Green B","Blue",-21.5949604411046
"583",7,"crop_44.fit","crop_47.fit","Red","Green R",46.8149972507331
"584",7,"crop_44.fit","crop_47.fit","Red","Green B",-1.50193976050831
"585",7,"crop_44.fit","crop_47.fit","Red","Blue",33.7420080339687
"586",7,"crop_44.fit","crop_47.fit","Green R","Green B",55.312866568915
"587",7,"crop_44.fit","crop_47.fit","Green R","Blue",-11.2637616080156
"588",7,"crop_44.fit","crop_47.fit","Green B","Blue",28.0065065982405
"589",7,"crop_44.fit","crop_48.fit","Red","Green R",26.9889456561584
"590",7,"crop_44.fit","crop_48.fit","Red","Green B",3.8984413184262
"591",7,"crop_44.fit","crop_48.fit","Red","Blue",54.4132797226295
"592",7,"crop_44.fit","crop_48.fit","Green R","Green B",40.8492241912573
"593",7,"crop_44.fit","crop_48.fit","Green R","Blue",20.6132005857466
"594",7,"crop_44.fit","crop_48.fit","Green B","Blue",-12.2406806535618
"595",7,"crop_45.fit","crop_46.fit","Red","Green R",44.8457246036474
"596",7,"crop_45.fit","crop_46.fit","Red","Green B",-10.21959100837
"597",7,"crop_45.fit","crop_46.fit","Red","Blue",57.3536874541789
"598",7,"crop_45.fit","crop_46.fit","Green R","Green B",10.5450507468842
"599",7,"crop_45.fit","crop_46.fit","Green R","Blue",-6.19455072397361
"600",7,"crop_45.fit","crop_46.fit","Green B","Blue",5.44607236681329
"601",7,"crop_45.fit","crop_47.fit","Red","Green R",16.4309571267107
"602",7,"crop_45.fit","crop_47.fit","Red","Green B",-16.920483183651
"603",7,"crop_45.fit","crop_47.fit","Red","Blue",-8.83983324932796
"604",7,"crop_45.fit","crop_47.fit","Green R","Green B",44.4979132300831
"605",7,"crop_45.fit","crop_47.fit","Green R","Blue",-42.6284699948069
"606",7,"crop_45.fit","crop_47.fit","Green B","Blue",-12.7217732389418
"607",7,"crop_45.fit","crop_48.fit","Red","Green R",44.425743065738
"608",7,"crop_45.fit","crop_48.fit","Red","Green B",-29.814917063783
"609",7,"crop_45.fit","crop_48.fit","Red","Blue",15.373762829912
"610",7,"crop_45.fit","crop_48.fit","Green R","Green B",-24.8814602998228
"611",7,"crop_45.fit","crop_48.fit","Green R","Blue",-1.57667208883187
"612",7,"crop_45.fit","crop_48.fit","Green B","Blue",-7.76258744195992
"613",7,"crop_46.fit","crop_47.fit","Red","Green R",49.4801943006171
"614",7,"crop_46.fit","crop_47.fit","Red","Green B",15.6479831072825
"615",7,"crop_46.fit","crop_47.fit","Red","Blue",31.7875031502016
"616",7,"crop_46.fit","crop_47.fit","Green R","Green B",40.3082119073803
"617",7,"crop_46.fit","crop_47.fit","Green R","Blue",2.28914793728617
"618",7,"crop_46.fit","crop_47.fit","Green B","Blue",31.4524720491202
"619",7,"crop_46.fit","crop_48.fit","Red","Green R",14.5582348179374
"620",7,"crop_46.fit","crop_48.fit","Red","Green B",8.47560359772116
"621",7,"crop_46.fit","crop_48.fit","Red","Blue",41.3243638501955
"622",7,"crop_46.fit","crop_48.fit","Green R","Green B",-33.6655860520528
"623",7,"crop_46.fit","crop_48.fit","Green R","Blue",24.4552480449658
"624",7,"crop_46.fit","crop_48.fit","Green B","Blue",19.3893992851906
"625",7,"crop_47.fit","crop_48.fit","Red","Green R",24.0395923066349
"626",7,"crop_47.fit","crop_48.fit","Red","Green B",-2.88846281616569
"627",7,"crop_47.fit","crop_48.fit","Red","Blue",29.6411433513563
"628",7,"crop_47.fit","crop_48.fit","Green R","Green B",12.8262792682368
"629",7,"crop_47.fit","crop_48.fit","Green R","Blue",-92.2375581355389
"630",7,"crop_47.fit","crop_48.fit","Green B","Blue",-12.1099892893145
"631",8,"crop_103.fit","crop_104.fit","Red","Green R",0.0203541208455523
"632",8,"crop_103.fit","crop_104.fit","Red","Green B",2.67525239797165
"633",8,"crop_103.fit","crop_104.fit","Red","Blue",1.94571343475073
"634",8,"crop_103.fit","crop_104.fit","Green R","Green B",-2.93481803289956
"635",8,"crop_103.fit","crop_104.fit","Green R","Blue",6.71826601447947
"636",8,"crop_103.fit","crop_104.fit","Green B","Blue",13.0809057688783
"637",8,"crop_103.fit","crop_105.fit","Red","Green R",5.48627371242669
